BUKRS,BELNR,GJAHR,BUZEI,BSCHL,HKONT,LIFNR,DMBTR,WRBTR,SHKZG,ZFBDT,AUGDT
2000,1900001457,2025,002,40,480000,,19578.57,19578.57,S,2025-07-18,2025-08-06
1000,1900001458,2025,001,31,200000,100053,1097.69,1097.69,H,2025-06-17,
1000,1900001458,2025,002,40,400000,,1097.69,1097.69,S,2025-06-17,
3000,1900001459,2024,001,31,200000,100005,13255.78,13255.78,H,2024-08-18,
3000,1900001459,2024,002,40,410000,,13255.78,13255.78,S,2024-08-18,
1000,1900001460,2025,001,31,200000,100034,22714.04,22714.04,H,2025-02-03,2025-04-06
1000,1900001460,2025,002,40,400000,,22714.04,22714.04,S,2025-02-03,2025-04-06
2000,1900001461,2024,001,31,200000,100016,22367.38,22367.38,H,2025-11-06,
2000,1900001461,2024,002,40,400000,,22367.38,22367.38,S,2025-11-06,
2000,1900001462,2025,001,31,200000,100053,5543.13,5543.13,H,2024-10-27,2024-11-21
2000,1900001462,2025,002,40,410000,,5543.13,5543.13,S,2024-10-27,2024-11-21
1000,1900001463,2024,001,31,200000,100057,8392.9,8392.9,H,2026-01-02,2026-01-10
1000,1900001463,2024,002,40,400000,,8392.9,8392.9,S,2026-01-02,2026-01-10
2000,1900001464,2024,001,31,200000,100007,19584.72,19584.72,H,2025-02-17,2025-04-25
2000,1900001464,2024,002,40,420000,,19584.72,19584.72,S,2025-02-17,2025-04-25
3000,1900001465,2024,001,31,200000,100034,5401.56,5401.56,H,2025-01-30,2025-04-02
3000,1900001465,2024,002,40,480000,,5401.56,5401.56,S,2025-01-30,2025-04-02
3000,1900001466,2024,001,31,200000,100027,16254.3,16254.3,H,2025-12-15,2025-12-26
3000,1900001466,2024,002,40,440000,,16254.3,16254.3,S,2025-12-15,2025-12-26
3000,1900001467,2024,001,31,200000,100000,12185.23,12185.23,H,2025-05-15,2025-07-21
3000,1900001467,2024,002,40,450000,,12185.23,12185.23,S,2025-05-15,2025-07-21
2000,1900001468,2025,001,31,200000,100000,5202.83,5202.83,H,2025-12-15,
2000,1900001468,2025,002,40,420000,,5202.83,5202.83,S,2025-12-15,
3000,1900001469,2025,001,31,200000,100027,5609.42,5609.42,H,2025-01-30,
3000,1900001469,2025,002,40,460000,,5609.42,5609.42,S,2025-01-30,
2000,1900001470,2024,001,31,200000,100046,24548.78,24548.78,H,2025-04-11,2025-04-19
2000,1900001470,2024,002,40,440000,,24548.78,24548.78,S,2025-04-11,2025-04-19
3000,1900001471,2024,001,31,200000,100048,13544.71,13544.71,H,2024-01-26,2024-03-06
3000,1900001471,2024,002,40,440000,,13544.71,13544.71,S,2024-01-26,2024-03-06
2000,1900001472,2025,001,31,200000,100041,9551.28,9551.28,H,2025-06-26,2025-08-21
2000,1900001472,2025,002,40,440000,,9551.28,9551.28,S,2025-06-26,2025-08-21
2000,1900001473,2024,001,31,200000,100057,9794.67,9794.67,H,2025-11-25,
2000,1900001473,2024,002,40,480000,,9794.67,9794.67,S,2025-11-25,
1000,1900001474,2024,001,31,200000,100058,24756.15,24756.15,H,2025-06-06,2025-06-12
1000,1900001474,2024,002,40,480000,,24756.15,24756.15,S,2025-06-06,2025-06-12
2000,1900001475,2024,001,31,200000,100034,14208.16,14208.16,H,2025-03-11,
2000,1900001475,2024,002,40,440000,,14208.16,14208.16,S,2025-03-11,
3000,1900001476,2025,001,31,200000,100012,14685.32,14685.32,H,2024-09-04,2024-10-15
3000,1900001476,2025,002,40,400000,,14685.32,14685.32,S,2024-09-04,2024-10-15
1000,1900001477,2024,001,31,200000,100028,11768.33,11768.33,H,2024-10-27,
1000,1900001477,2024,002,40,400000,,11768.33,11768.33,S,2024-10-27,
1000,1900001478,2024,001,31,200000,100053,8721.03,8721.03,H,2024-11-05,
1000,1900001478,2024,002,40,480000,,8721.03,8721.03,S,2024-11-05,
2000,1900001479,2024,001,31,200000,100029,6463.11,6463.11,H,2025-09-10,2025-10-05
2000,1900001479,2024,002,40,480000,,6463.11,6463.11,S,2025-09-10,2025-10-05
2000,1900001480,2024,001,31,200000,100007,8076.62,8076.62,H,2024-02-29,
2000,1900001480,2024,002,40,430000,,8076.62,8076.62,S,2024-02-29,
3000,1900001481,2024,001,31,200000,100022,19986.6,19986.6,H,2024-09-18,
3000,1900001481,2024,002,40,480000,,19986.6,19986.6,S,2024-09-18,
2000,1900001482,2025,001,31,200000,100005,7990.82,7990.82,H,2024-02-02,2024-02-21
2000,1900001482,2025,002,40,400000,,7990.82,7990.82,S,2024-02-02,2024-02-21
3000,1900001483,2025,001,31,200000,100015,12471.23,12471.23,H,2025-01-20,2025-03-26
3000,1900001483,2025,002,40,450000,,12471.23,12471.23,S,2025-01-20,2025-03-26
2000,1900001484,2024,001,31,200000,100053,16874.2,16874.2,H,2025-08-17,
2000,1900001484,2024,002,40,420000,,16874.2,16874.2,S,2025-08-17,
3000,1900001485,2024,001,31,200000,100016,23272.16,23272.16,H,2025-04-11,2025-06-16
3000,1900001485,2024,002,40,440000,,23272.16,23272.16,S,2025-04-11,2025-06-16
2000,1900001486,2025,001,31,200000,100044,2481.36,2481.36,H,2025-02-08,2025-04-15
2000,1900001486,2025,002,40,410000,,2481.36,2481.36,S,2025-02-08,2025-04-15
3000,1900001487,2024,001,31,200000,100021,18331.74,18331.74,H,2025-02-23,2025-04-21
3000,1900001487,2024,002,40,410000,,18331.74,18331.74,S,2025-02-23,2025-04-21
1000,1900001488,2025,001,31,200000,100005,9929.75,9929.75,H,2024-08-23,2024-09-12
1000,1900001488,2025,002,40,430000,,9929.75,9929.75,S,2024-08-23,2024-09-12
1000,1900001489,2025,001,31,200000,100031,20024.44,20024.44,H,2024-05-30,
1000,1900001489,2025,002,40,480000,,20024.44,20024.44,S,2024-05-30,
1000,1900001490,2024,001,31,200000,100012,10179.52,10179.52,H,2025-09-18,2025-10-28
1000,1900001490,2024,002,40,470000,,10179.52,10179.52,S,2025-09-18,2025-10-28
2000,1900001491,2024,001,31,200000,100030,9974.85,9974.85,H,2024-11-17,
2000,1900001491,2024,002,40,430000,,9974.85,9974.85,S,2024-11-17,
3000,1900001492,2024,001,31,200000,100007,8544.82,8544.82,H,2025-08-04,
3000,1900001492,2024,002,40,410000,,8544.82,8544.82,S,2025-08-04,
3000,1900001493,2024,001,31,200000,100033,22645.35,22645.35,H,2024-06-23,2024-07-07
3000,1900001493,2024,002,40,420000,,22645.35,22645.35,S,2024-06-23,2024-07-07
3000,1900001494,2025,001,31,200000,100046,22963.62,22963.62,H,2024-09-14,
3000,1900001494,2025,002,40,400000,,22963.62,22963.62,S,2024-09-14,
1000,1900001495,2024,001,31,200000,100057,4239.91,4239.91,H,2025-11-25,
1000,1900001495,2024,002,40,430000,,4239.91,4239.91,S,2025-11-25,
3000,1900001496,2024,001,31,200000,100043,15898.02,15898.02,H,2024-01-29,2024-03-28
3000,1900001496,2024,002,40,460000,,15898.02,15898.02,S,2024-01-29,2024-03-28
3000,1900001497,2024,001,31,200000,100048,4401.31,4401.31,H,2024-03-26,
3000,1900001497,2024,002,40,410000,,4401.31,4401.31,S,2024-03-26,
2000,1900001498,2025,001,31,200000,100006,561.61,561.61,H,2024-05-18,
2000,1900001498,2025,002,40,410000,,561.61,561.61,S,2024-05-18,
3000,1900001499,2024,001,31,200000,100002,12947.93,12947.93,H,2025-04-14,
3000,1900001499,2024,002,40,420000,,12947.93,12947.93,S,2025-04-14,
2000,1900001500,2024,001,31,200000,100059,16361.01,16361.01,H,2025-03-03,
2000,1900001500,2024,002,40,470000,,16361.01,16361.01,S,2025-03-03,
1000,1900001501,2025,001,31,200000,100054,21280.51,21280.51,H,2025-08-12,2025-09-14
1000,1900001501,2025,002,40,430000,,21280.51,21280.51,S,2025-08-12,2025-09-14
3000,1900001502,2024,001,31,200000,100028,22631.76,22631.76,H,2025-09-24,
3000,1900001502,2024,002,40,480000,,22631.76,22631.76,S,2025-09-24,
3000,1900001503,2024,001,31,200000,100004,9964.71,9964.71,H,2024-11-27,2025-01-24
3000,1900001503,2024,002,40,420000,,9964.71,9964.71,S,2024-11-27,2025-01-24
1000,1900001504,2025,001,31,200000,100029,18337.67,18337.67,H,2025-01-07,
1000,1900001504,2025,002,40,400000,,18337.67,18337.67,S,2025-01-07,
2000,1900001505,2024,001,31,200000,100021,15980.63,15980.63,H,2024-11-10,2025-01-16
2000,1900001505,2024,002,40,430000,,15980.63,15980.63,S,2024-11-10,2025-01-16
3000,1900001506,2024,001,31,200000,100026,20694.33,20694.33,H,2025-02-23,
3000,1900001506,2024,002,40,460000,,20694.33,20694.33,S,2025-02-23,
3000,1900001507,2025,001,31,200000,100043,10851.31,10851.31,H,2025-01-07,
3000,1900001507,2025,002,40,400000,,10851.31,10851.31,S,2025-01-07,
2000,1900001508,2025,001,31,200000,100044,18488.2,18488.2,H,2025-07-10,2025-08-06
2000,1900001508,2025,002,40,460000,,18488.2,18488.2,S,2025-07-10,2025-08-06
1000,1900001509,2024,001,31,200000,100058,21842.7,21842.7,H,2024-02-23,2024-05-03
1000,1900001509,2024,002,40,420000,,21842.7,21842.7,S,2024-02-23,2024-05-03
1000,1900001510,2025,001,31,200000,100037,22336.78,22336.78,H,2025-09-08,2025-10-25
1000,1900001510,2025,002,40,430000,,22336.78,22336.78,S,2025-09-08,2025-10-25
1000,1900001511,2025,001,31,200000,100057,20673.68,20673.68,H,2025-10-19,
1000,1900001511,2025,002,40,460000,,20673.68,20673.68,S,2025-10-19,
2000,1900001512,2025,001,31,200000,100051,21614.77,21614.77,H,2025-07-04,2025-07-09
2000,1900001512,2025,002,40,470000,,21614.77,21614.77,S,2025-07-04,2025-07-09
1000,1900001513,2025,001,31,200000,100007,19597.84,19597.84,H,2024-03-28,2024-05-08
1000,1900001513,2025,002,40,470000,,19597.84,19597.84,S,2024-03-28,2024-05-08
2000,1900001514,2024,001,31,200000,100029,18526.51,18526.51,H,2024-03-16,
2000,1900001514,2024,002,40,400000,,18526.51,18526.51,S,2024-03-16,
3000,1900001515,2025,001,31,200000,100039,12674.17,12674.17,H,2025-09-25,2025-10-02
3000,1900001515,2025,002,40,450000,,12674.17,12674.17,S,2025-09-25,2025-10-02
1000,1900001516,2025,001,31,200000,100026,6658.82,6658.82,H,2024-05-26,2024-07-10
1000,1900001516,2025,002,40,440000,,6658.82,6658.82,S,2024-05-26,2024-07-10
2000,1900001517,2025,001,31,200000,100020,1674.52,1674.52,H,2024-03-21,2024-05-20
2000,1900001517,2025,002,40,410000,,1674.52,1674.52,S,2024-03-21,2024-05-20
3000,1900001518,2025,001,31,200000,100039,11467.46,11467.46,H,2024-12-27,2025-01-20
3000,1900001518,2025,002,40,450000,,11467.46,11467.46,S,2024-12-27,2025-01-20
1000,1900001519,2025,001,31,200000,100046,8026.73,8026.73,H,2024-08-25,
1000,1900001519,2025,002,40,440000,,8026.73,8026.73,S,2024-08-25,
1000,1900001520,2025,001,31,200000,100044,6932.34,6932.34,H,2025-09-04,2025-09-25
1000,1900001520,2025,002,40,480000,,6932.34,6932.34,S,2025-09-04,2025-09-25
1000,1900001521,2025,001,31,200000,100035,618.25,618.25,H,2024-09-22,2024-10-18
1000,1900001521,2025,002,40,430000,,618.25,618.25,S,2024-09-22,2024-10-18
3000,1900001522,2025,001,31,200000,100037,14092.98,14092.98,H,2024-02-21,
3000,1900001522,2025,002,40,450000,,14092.98,14092.98,S,2024-02-21,
3000,1900001523,2024,001,31,200000,100018,6149.38,6149.38,H,2024-01-28,
3000,1900001523,2024,002,40,430000,,6149.38,6149.38,S,2024-01-28,
1000,1900001524,2024,001,31,200000,100010,22022.3,22022.3,H,2025-09-30,
1000,1900001524,2024,002,40,450000,,22022.3,22022.3,S,2025-09-30,
3000,1900001525,2024,001,31,200000,100010,17730.12,17730.12,H,2025-12-29,2026-02-20
3000,1900001525,2024,002,40,420000,,17730.12,17730.12,S,2025-12-29,2026-02-20
1000,1900001526,2025,001,31,200000,100031,9412.4,9412.4,H,2025-09-16,2025-11-16
1000,1900001526,2025,002,40,480000,,9412.4,9412.4,S,2025-09-16,2025-11-16
2000,1900001527,2024,001,31,200000,100058,6225.11,6225.11,H,2024-08-26,2024-10-07
2000,1900001527,2024,002,40,430000,,6225.11,6225.11,S,2024-08-26,2024-10-07
3000,1900001528,2024,001,31,200000,100024,2170.3,2170.3,H,2025-12-01,2026-02-09
3000,1900001528,2024,002,40,450000,,2170.3,2170.3,S,2025-12-01,2026-02-09
1000,1900001529,2024,001,31,200000,100029,23044.04,23044.04,H,2025-03-30,2025-04-05
1000,1900001529,2024,002,40,450000,,23044.04,23044.04,S,2025-03-30,2025-04-05
2000,1900001530,2024,001,31,200000,100003,15179.18,15179.18,H,2025-06-06,2025-06-12
2000,1900001530,2024,002,40,410000,,15179.18,15179.18,S,2025-06-06,2025-06-12
3000,1900001531,2025,001,31,200000,100027,15852.83,15852.83,H,2025-03-20,2025-05-01
3000,1900001531,2025,002,40,460000,,15852.83,15852.83,S,2025-03-20,2025-05-01
2000,1900001532,2025,001,31,200000,100013,639.6,639.6,H,2025-12-14,2026-01-25
2000,1900001532,2025,002,40,450000,,639.6,639.6,S,2025-12-14,2026-01-25
1000,1900001533,2024,001,31,200000,100016,17037.08,17037.08,H,2025-11-18,2026-01-21
1000,1900001533,2024,002,40,400000,,17037.08,17037.08,S,2025-11-18,2026-01-21
3000,1900001534,2024,001,31,200000,100015,2665.27,2665.27,H,2024-06-12,2024-08-20
3000,1900001534,2024,002,40,470000,,2665.27,2665.27,S,2024-06-12,2024-08-20
1000,1900001535,2025,001,31,200000,100030,19907.8,19907.8,H,2024-12-02,2024-12-11
1000,1900001535,2025,002,40,420000,,19907.8,19907.8,S,2024-12-02,2024-12-11
3000,1900001536,2024,001,31,200000,100052,1332.01,1332.01,H,2025-11-10,2025-11-21
3000,1900001536,2024,002,40,470000,,1332.01,1332.01,S,2025-11-10,2025-11-21
3000,1900001537,2024,001,31,200000,100031,10092.73,10092.73,H,2024-01-27,
3000,1900001537,2024,002,40,480000,,10092.73,10092.73,S,2024-01-27,
2000,1900001538,2024,001,31,200000,100057,15424.16,15424.16,H,2025-05-22,
2000,1900001538,2024,002,40,440000,,15424.16,15424.16,S,2025-05-22,
2000,1900001539,2025,001,31,200000,100043,17115.26,17115.26,H,2024-10-02,
2000,1900001539,2025,002,40,410000,,17115.26,17115.26,S,2024-10-02,
1000,1900001540,2024,001,31,200000,100047,15678.74,15678.74,H,2025-07-13,2025-08-02
1000,1900001540,2024,002,40,410000,,15678.74,15678.74,S,2025-07-13,2025-08-02
1000,1900001541,2024,001,31,200000,100054,12309.77,12309.77,H,2024-07-22,
1000,1900001541,2024,002,40,410000,,12309.77,12309.77,S,2024-07-22,
1000,1900001542,2024,001,31,200000,100041,23209.73,23209.73,H,2025-10-09,2025-10-24
1000,1900001542,2024,002,40,460000,,23209.73,23209.73,S,2025-10-09,2025-10-24
1000,1900001543,2025,001,31,200000,100026,1843.78,1843.78,H,2024-10-11,
1000,1900001543,2025,002,40,430000,,1843.78,1843.78,S,2024-10-11,
3000,1900001544,2024,001,31,200000,100008,9293.39,9293.39,H,2024-12-18,2024-12-26
3000,1900001544,2024,002,40,480000,,9293.39,9293.39,S,2024-12-18,2024-12-26
2000,1900001545,2024,001,31,200000,100000,483.62,483.62,H,2025-12-03,
2000,1900001545,2024,002,40,460000,,483.62,483.62,S,2025-12-03,
2000,1900001546,2025,001,31,200000,100007,4626.14,4626.14,H,2025-06-22,
2000,1900001546,2025,002,40,400000,,4626.14,4626.14,S,2025-06-22,
3000,1900001547,2025,001,31,200000,100053,1922.75,1922.75,H,2025-05-21,2025-07-13
3000,1900001547,2025,002,40,440000,,1922.75,1922.75,S,2025-05-21,2025-07-13
1000,1900001548,2025,001,31,200000,100021,800.18,800.18,H,2025-07-20,
1000,1900001548,2025,002,40,480000,,800.18,800.18,S,2025-07-20,
3000,1900001549,2025,001,31,200000,100026,12370.23,12370.23,H,2024-04-11,
3000,1900001549,2025,002,40,440000,,12370.23,12370.23,S,2024-04-11,
2000,1900001550,2025,001,31,200000,100023,11960.05,11960.05,H,2024-09-17,
2000,1900001550,2025,002,40,400000,,11960.05,11960.05,S,2024-09-17,
2000,1900001551,2024,001,31,200000,100049,23992.9,23992.9,H,2025-03-19,
2000,1900001551,2024,002,40,470000,,23992.9,23992.9,S,2025-03-19,
2000,1900001552,2025,001,31,200000,100046,1995.51,1995.51,H,2025-09-26,
2000,1900001552,2025,002,40,410000,,1995.51,1995.51,S,2025-09-26,
2000,1900001553,2024,001,31,200000,100023,830.53,830.53,H,2024-06-17,2024-08-21
2000,1900001553,2024,002,40,480000,,830.53,830.53,S,2024-06-17,2024-08-21
1000,1900001554,2024,001,31,200000,100009,2556.76,2556.76,H,2024-04-22,
1000,1900001554,2024,002,40,450000,,2556.76,2556.76,S,2024-04-22,
3000,1900001555,2024,001,31,200000,100049,21773.41,21773.41,H,2025-04-26,2025-06-12
3000,1900001555,2024,002,40,480000,,21773.41,21773.41,S,2025-04-26,2025-06-12
2000,1900001556,2024,001,31,200000,100032,14895.64,14895.64,H,2025-01-11,2025-02-13
2000,1900001556,2024,002,40,460000,,14895.64,14895.64,S,2025-01-11,2025-02-13
1000,1900001557,2024,001,31,200000,100038,14808.94,14808.94,H,2024-11-28,2025-01-07
1000,1900001557,2024,002,40,470000,,14808.94,14808.94,S,2024-11-28,2025-01-07
3000,1900001558,2025,001,31,200000,100026,20494.82,20494.82,H,2024-03-26,2024-04-27
3000,1900001558,2025,002,40,470000,,20494.82,20494.82,S,2024-03-26,2024-04-27
3000,1900001559,2024,001,31,200000,100058,4223.43,4223.43,H,2025-02-17,2025-02-22
3000,1900001559,2024,002,40,440000,,4223.43,4223.43,S,2025-02-17,2025-02-22
2000,1900001560,2025,001,31,200000,100017,21949.03,21949.03,H,2024-07-19,
2000,1900001560,2025,002,40,480000,,21949.03,21949.03,S,2024-07-19,
3000,1900001561,2024,001,31,200000,100019,253.19,253.19,H,2025-04-19,
3000,1900001561,2024,002,40,470000,,253.19,253.19,S,2025-04-19,
2000,1900001562,2024,001,31,200000,100012,5217.55,5217.55,H,2025-04-04,2025-06-03
2000,1900001562,2024,002,40,440000,,5217.55,5217.55,S,2025-04-04,2025-06-03
2000,1900001563,2025,001,31,200000,100036,13319.29,13319.29,H,2025-03-11,
2000,1900001563,2025,002,40,410000,,13319.29,13319.29,S,2025-03-11,
3000,1900001564,2025,001,31,200000,100045,5217.59,5217.59,H,2024-05-29,
3000,1900001564,2025,002,40,450000,,5217.59,5217.59,S,2024-05-29,
2000,1900001565,2024,001,31,200000,100038,24549.79,24549.79,H,2025-05-02,2025-06-07
2000,1900001565,2024,002,40,400000,,24549.79,24549.79,S,2025-05-02,2025-06-07
2000,1900001566,2025,001,31,200000,100046,22967.01,22967.01,H,2024-02-29,2024-03-06
2000,1900001566,2025,002,40,480000,,22967.01,22967.01,S,2024-02-29,2024-03-06
1000,1900001567,2025,001,31,200000,100001,22037.46,22037.46,H,2026-01-03,
1000,1900001567,2025,002,40,420000,,22037.46,22037.46,S,2026-01-03,
3000,1900001568,2024,001,31,200000,100031,7752.79,7752.79,H,2024-01-24,2024-02-05
3000,1900001568,2024,002,40,460000,,7752.79,7752.79,S,2024-01-24,2024-02-05
1000,1900001569,2025,001,31,200000,100047,3346.39,3346.39,H,2025-04-23,
1000,1900001569,2025,002,40,470000,,3346.39,3346.39,S,2025-04-23,
1000,1900001570,2025,001,31,200000,100005,219.62,219.62,H,2025-06-12,2025-06-29
1000,1900001570,2025,002,40,470000,,219.62,219.62,S,2025-06-12,2025-06-29
3000,1900001571,2025,001,31,200000,100029,3391.65,3391.65,H,2024-08-28,
3000,1900001571,2025,002,40,460000,,3391.65,3391.65,S,2024-08-28,
2000,1900001572,2024,001,31,200000,100006,3040.74,3040.74,H,2025-11-03,
2000,1900001572,2024,002,40,400000,,3040.74,3040.74,S,2025-11-03,
2000,1900001573,2024,001,31,200000,100053,16190.51,16190.51,H,2025-02-28,
2000,1900001573,2024,002,40,440000,,16190.51,16190.51,S,2025-02-28,
1000,1900001574,2024,001,31,200000,100046,21896.69,21896.69,H,2024-08-30,2024-10-28
1000,1900001574,2024,002,40,480000,,21896.69,21896.69,S,2024-08-30,2024-10-28
2000,1900001575,2024,001,31,200000,100011,7437.14,7437.14,H,2025-10-16,
2000,1900001575,2024,002,40,420000,,7437.14,7437.14,S,2025-10-16,
1000,1900001576,2024,001,31,200000,100006,14656.95,14656.95,H,2025-01-27,2025-04-04
1000,1900001576,2024,002,40,470000,,14656.95,14656.95,S,2025-01-27,2025-04-04
2000,1900001577,2025,001,31,200000,100004,9473.39,9473.39,H,2025-12-01,2026-01-24
2000,1900001577,2025,002,40,400000,,9473.39,9473.39,S,2025-12-01,2026-01-24
2000,1900001578,2025,001,31,200000,100054,6379.03,6379.03,H,2025-11-20,2025-11-28
2000,1900001578,2025,002,40,410000,,6379.03,6379.03,S,2025-11-20,2025-11-28
3000,1900001579,2025,001,31,200000,100025,8952.86,8952.86,H,2024-01-22,2024-02-03
3000,1900001579,2025,002,40,470000,,8952.86,8952.86,S,2024-01-22,2024-02-03
2000,1900001580,2025,001,31,200000,100000,16174.52,16174.52,H,2024-03-21,2024-05-13
2000,1900001580,2025,002,40,430000,,16174.52,16174.52,S,2024-03-21,2024-05-13
1000,1900001581,2024,001,31,200000,100012,12294.07,12294.07,H,2025-10-30,2025-12-17
1000,1900001581,2024,002,40,460000,,12294.07,12294.07,S,2025-10-30,2025-12-17
1000,1900001582,2025,001,31,200000,100017,24119.63,24119.63,H,2025-01-10,2025-02-28
1000,1900001582,2025,002,40,430000,,24119.63,24119.63,S,2025-01-10,2025-02-28
3000,1900001583,2025,001,31,200000,100014,2472.33,2472.33,H,2025-06-03,
3000,1900001583,2025,002,40,400000,,2472.33,2472.33,S,2025-06-03,
3000,1900001584,2024,001,31,200000,100040,8158.64,8158.64,H,2025-06-05,2025-08-01
3000,1900001584,2024,002,40,460000,,8158.64,8158.64,S,2025-06-05,2025-08-01
3000,1900001585,2025,001,31,200000,100002,24265.43,24265.43,H,2024-07-16,2024-07-28
3000,1900001585,2025,002,40,450000,,24265.43,24265.43,S,2024-07-16,2024-07-28
1000,1900001586,2024,001,31,200000,100023,6723.85,6723.85,H,2025-06-19,
1000,1900001586,2024,002,40,430000,,6723.85,6723.85,S,2025-06-19,
2000,1900001587,2024,001,31,200000,100035,1718.67,1718.67,H,2025-03-25,2025-06-01
2000,1900001587,2024,002,40,470000,,1718.67,1718.67,S,2025-03-25,2025-06-01
2000,1900001588,2025,001,31,200000,100042,12283.6,12283.6,H,2024-09-13,
2000,1900001588,2025,002,40,440000,,12283.6,12283.6,S,2024-09-13,
2000,1900001589,2025,001,31,200000,100008,3777.29,3777.29,H,2025-04-22,2025-06-28
2000,1900001589,2025,002,40,440000,,3777.29,3777.29,S,2025-04-22,2025-06-28
2000,1900001590,2024,001,31,200000,100031,12594.45,12594.45,H,2025-02-22,
2000,1900001590,2024,002,40,430000,,12594.45,12594.45,S,2025-02-22,
1000,1900001591,2024,001,31,200000,100059,7685.51,7685.51,H,2024-09-03,2024-09-30
1000,1900001591,2024,002,40,450000,,7685.51,7685.51,S,2024-09-03,2024-09-30
3000,1900001592,2024,001,31,200000,100023,17797.01,17797.01,H,2024-06-25,
3000,1900001592,2024,002,40,440000,,17797.01,17797.01,S,2024-06-25,
3000,1900001593,2024,001,31,200000,100054,3668.42,3668.42,H,2024-06-10,2024-07-11
3000,1900001593,2024,002,40,430000,,3668.42,3668.42,S,2024-06-10,2024-07-11
3000,1900001594,2025,001,31,200000,100045,13126.01,13126.01,H,2024-07-12,
3000,1900001594,2025,002,40,480000,,13126.01,13126.01,S,2024-07-12,
3000,1900001595,2024,001,31,200000,100008,6795.62,6795.62,H,2025-02-17,
3000,1900001595,2024,002,40,410000,,6795.62,6795.62,S,2025-02-17,
3000,1900001596,2024,001,31,200000,100022,23016.7,23016.7,H,2024-09-17,2024-11-04
3000,1900001596,2024,002,40,420000,,23016.7,23016.7,S,2024-09-17,2024-11-04
2000,1900001597,2025,001,31,200000,100045,21151.13,21151.13,H,2024-11-09,2024-12-26
2000,1900001597,2025,002,40,410000,,21151.13,21151.13,S,2024-11-09,2024-12-26
2000,1900001598,2025,001,31,200000,100038,9393.53,9393.53,H,2024-03-12,2024-04-17
2000,1900001598,2025,002,40,450000,,9393.53,9393.53,S,2024-03-12,2024-04-17
3000,1900001599,2025,001,31,200000,100013,7567.39,7567.39,H,2025-10-10,
3000,1900001599,2025,002,40,470000,,7567.39,7567.39,S,2025-10-10,
3000,1900001600,2025,001,31,200000,100036,15715.28,15715.28,H,2024-11-30,2025-01-30
3000,1900001600,2025,002,40,440000,,15715.28,15715.28,S,2024-11-30,2025-01-30
3000,1900001601,2024,001,31,200000,100023,12220.46,12220.46,H,2025-06-23,2025-08-25
3000,1900001601,2024,002,40,480000,,12220.46,12220.46,S,2025-06-23,2025-08-25
2000,1900001602,2024,001,31,200000,100032,6393.18,6393.18,H,2025-07-17,
2000,1900001602,2024,002,40,460000,,6393.18,6393.18,S,2025-07-17,
1000,1900001603,2024,001,31,200000,100026,8883.66,8883.66,H,2024-08-29,
1000,1900001603,2024,002,40,420000,,8883.66,8883.66,S,2024-08-29,
3000,1900001604,2025,001,31,200000,100005,9185.24,9185.24,H,2024-05-12,
3000,1900001604,2025,002,40,480000,,9185.24,9185.24,S,2024-05-12,
1000,1900001605,2024,001,31,200000,100017,4887.16,4887.16,H,2024-01-21,2024-02-26
1000,1900001605,2024,002,40,440000,,4887.16,4887.16,S,2024-01-21,2024-02-26
3000,1900001606,2024,001,31,200000,100037,7922.8,7922.8,H,2025-12-19,
3000,1900001606,2024,002,40,440000,,7922.8,7922.8,S,2025-12-19,
3000,1900001607,2024,001,31,200000,100000,2908.5,2908.5,H,2025-08-20,2025-10-01
3000,1900001607,2024,002,40,470000,,2908.5,2908.5,S,2025-08-20,2025-10-01
2000,1900001608,2024,001,31,200000,100025,17076.74,17076.74,H,2025-10-23,
2000,1900001608,2024,002,40,420000,,17076.74,17076.74,S,2025-10-23,
2000,1900001609,2025,001,31,200000,100021,23528.23,23528.23,H,2025-10-30,
2000,1900001609,2025,002,40,440000,,23528.23,23528.23,S,2025-10-30,
2000,1900001610,2025,001,31,200000,100000,16920.17,16920.17,H,2025-12-28,
2000,1900001610,2025,002,40,470000,,16920.17,16920.17,S,2025-12-28,
2000,1900001611,2024,001,31,200000,100056,17493.23,17493.23,H,2025-04-01,2025-05-25
2000,1900001611,2024,002,40,480000,,17493.23,17493.23,S,2025-04-01,2025-05-25
2000,1900001612,2024,001,31,200000,100058,20860.0,20860.0,H,2025-09-08,
2000,1900001612,2024,002,40,470000,,20860.0,20860.0,S,2025-09-08,
2000,1900001613,2024,001,31,200000,100003,547.43,547.43,H,2025-08-08,2025-09-06
2000,1900001613,2024,002,40,400000,,547.43,547.43,S,2025-08-08,2025-09-06
3000,1900001614,2025,001,31,200000,100004,18393.89,18393.89,H,2025-07-08,
3000,1900001614,2025,002,40,400000,,18393.89,18393.89,S,2025-07-08,
3000,1900001615,2024,001,31,200000,100010,15519.44,15519.44,H,2024-04-13,2024-05-25
3000,1900001615,2024,002,40,400000,,15519.44,15519.44,S,2024-04-13,2024-05-25
2000,1900001616,2025,001,31,200000,100032,10635.39,10635.39,H,2024-09-10,
2000,1900001616,2025,002,40,460000,,10635.39,10635.39,S,2024-09-10,
3000,1900001617,2024,001,31,200000,100052,13212.04,13212.04,H,2025-04-09,2025-05-14
3000,1900001617,2024,002,40,480000,,13212.04,13212.04,S,2025-04-09,2025-05-14
3000,1900001618,2024,001,31,200000,100036,24769.15,24769.15,H,2025-03-06,
