EBELN,BUKRS,BSART,LIFNR,EKORG,EKGRP,BEDAT,WAERS,ZTERM
4500091238,3000,NB,100030,1000,001,2025-11-11,EUR,NT60
4500091239,3000,NB,100003,2000,003,2024-06-14,EUR,0001
4500091240,3000,FO,100000,1000,002,2025-04-01,EUR,NT30
4500091241,3000,FO,100008,2000,001,2024-08-11,EUR,NT30
4500091242,1000,ZSER,100000,1000,004,2024-12-21,USD,0001
4500091243,2000,NB,100049,2000,004,2024-01-10,EUR,NT30
4500091244,3000,NB,100055,2000,002,2025-02-16,USD,NT30
4500091245,2000,ZSER,100041,1000,004,2025-05-16,USD,0001
4500091246,3000,NB,100025,1000,003,2025-08-13,USD,NT30
4500091247,3000,NB,100003,1000,004,2025-03-08,EUR,NT30
4500091248,1000,NB,100037,2000,004,2024-07-22,USD,NT60
4500091249,3000,FO,100036,2000,003,2024-02-03,USD,NT45
4500091250,1000,ZSER,100048,1000,002,2025-05-20,AED,NT30
4500091251,3000,FO,100022,2000,003,2024-07-29,USD,0001
4500091252,2000,FO,100026,1000,002,2025-05-22,USD,NT30
4500091253,1000,NB,100002,2000,003,2024-06-18,USD,NT30
4500091254,1000,NB,100015,1000,003,2025-01-01,AED,NT60
4500091255,3000,FO,100052,1000,002,2025-07-21,USD,NT45
4500091256,3000,ZSER,100001,1000,001,2024-12-21,USD,NT60
4500091257,2000,FO,100009,1000,001,2024-09-05,EUR,0001
4500091258,3000,NB,100039,1000,004,2024-04-10,EUR,NT30
4500091259,1000,ZSER,100030,2000,003,2024-11-22,EUR,NT30
4500091260,2000,FO,100042,1000,003,2025-06-29,USD,NT45
4500091261,1000,ZSER,100046,1000,003,2024-05-22,USD,NT30
4500091262,2000,ZSER,100040,1000,002,2025-11-22,AED,NT30
4500091263,1000,FO,100027,1000,002,2024-12-28,EUR,0001
4500091264,3000,FO,100049,2000,002,2024-11-24,EUR,NT45
4500091265,2000,FO,100037,1000,003,2024-06-21,AED,NT60
4500091266,1000,NB,100011,1000,003,2024-12-24,AED,0001
4500091267,1000,NB,100000,1000,003,2024-04-02,USD,NT60
4500091268,2000,FO,100002,1000,003,2024-05-17,EUR,NT30
4500091269,1000,ZSER,100015,1000,002,2025-01-14,USD,NT60
4500091270,1000,FO,100047,2000,002,2025-03-04,EUR,NT60
4500091271,1000,FO,100017,2000,002,2025-03-09,USD,NT30
4500091272,1000,ZSER,100019,1000,004,2024-05-20,EUR,NT60
4500091273,1000,FO,100027,2000,002,2025-12-10,AED,NT30
4500091274,1000,NB,100019,1000,003,2025-12-15,AED,NT45
4500091275,3000,FO,100022,1000,004,2024-10-27,USD,0001
4500091276,2000,NB,100027,1000,001,2025-12-24,AED,NT60
4500091277,1000,FO,100025,1000,001,2024-10-12,AED,NT45
4500091278,1000,ZSER,100046,2000,003,2025-01-19,EUR,NT60
4500091279,1000,NB,100036,2000,004,2024-02-04,AED,NT45
4500091280,3000,ZSER,100044,2000,001,2025-04-10,EUR,NT45
4500091281,3000,FO,100025,1000,001,2025-05-09,EUR,0001
4500091282,2000,ZSER,100026,2000,001,2025-02-24,AED,NT30
4500091283,3000,ZSER,100032,2000,004,2025-12-11,USD,NT60
4500091284,1000,ZSER,100048,2000,004,2025-12-17,USD,0001
4500091285,3000,ZSER,100005,1000,004,2025-11-20,USD,NT45
4500091286,3000,ZSER,100001,1000,001,2024-07-30,AED,NT45
4500091287,1000,ZSER,100038,2000,004,2024-07-02,USD,NT30
4500091288,2000,ZSER,100043,1000,004,2024-03-18,EUR,NT30
4500091289,2000,NB,100032,1000,004,2024-04-05,USD,NT30
4500091290,2000,ZSER,100010,1000,003,2025-09-07,EUR,NT60
4500091291,3000,NB,100037,2000,003,2024-12-13,USD,NT30
4500091292,1000,ZSER,100053,1000,004,2024-01-18,USD,NT45
4500091293,3000,ZSER,100047,1000,003,2024-10-29,USD,NT60
4500091294,3000,FO,100035,2000,001,2024-09-29,USD,0001
4500091295,2000,FO,100034,1000,002,2025-03-26,EUR,NT60
4500091296,1000,NB,100025,1000,002,2025-02-24,EUR,NT30
4500091297,3000,FO,100011,1000,002,2025-09-11,EUR,NT45
4500091298,3000,FO,100059,1000,002,2025-08-05,EUR,0001
4500091299,2000,ZSER,100047,2000,004,2025-05-03,EUR,NT45
4500091300,3000,NB,100038,1000,002,2025-06-24,USD,0001
4500091301,3000,ZSER,100003,2000,004,2025-10-30,USD,NT30
4500091302,3000,FO,100009,1000,001,2025-10-12,AED,0001
4500091303,1000,ZSER,100053,2000,004,2024-08-25,EUR,NT30
4500091304,3000,FO,100005,1000,001,2025-04-30,EUR,0001
4500091305,1000,ZSER,100020,1000,004,2024-08-18,AED,NT60
4500091306,3000,ZSER,100053,1000,002,2025-09-28,AED,0001
4500091307,2000,ZSER,100017,1000,003,2025-04-04,EUR,0001
4500091308,2000,NB,100049,1000,004,2024-08-18,EUR,NT60
4500091309,3000,FO,100058,1000,004,2025-12-05,AED,NT45
4500091310,3000,FO,100052,1000,003,2024-03-16,EUR,NT30
4500091311,2000,ZSER,100045,2000,002,2025-09-26,AED,NT30
4500091312,3000,NB,100038,1000,001,2025-12-29,AED,NT30
4500091313,3000,FO,100035,1000,004,2025-02-12,AED,NT30
4500091314,3000,NB,100027,1000,002,2025-12-27,EUR,0001
4500091315,2000,FO,100057,1000,004,2024-02-24,USD,NT45
4500091316,3000,FO,100053,1000,001,2025-12-10,USD,NT45
4500091317,1000,NB,100010,1000,001,2025-02-12,AED,0001
4500091318,1000,FO,100010,1000,004,2024-05-30,AED,NT30
4500091319,3000,ZSER,100024,2000,002,2024-03-16,AED,NT60
4500091320,1000,FO,100019,2000,004,2024-01-17,USD,NT45
4500091321,1000,ZSER,100027,1000,001,2024-09-29,USD,NT30
4500091322,2000,NB,100001,1000,003,2024-05-26,EUR,NT45
4500091323,2000,NB,100041,1000,004,2024-07-10,USD,NT45
4500091324,1000,ZSER,100059,1000,001,2024-12-03,AED,NT30
4500091325,2000,FO,100033,2000,004,2024-08-04,EUR,NT45
4500091326,1000,NB,100026,2000,001,2025-01-24,EUR,NT45
4500091327,2000,NB,100023,1000,003,2025-05-31,USD,NT30
4500091328,1000,FO,100027,2000,001,2025-05-23,EUR,0001
4500091329,3000,FO,100013,2000,004,2024-09-08,AED,NT60
4500091330,3000,FO,100013,2000,001,2024-04-09,EUR,0001
4500091331,3000,ZSER,100059,2000,004,2025-06-21,AED,NT60
4500091332,1000,NB,100043,1000,004,2025-04-24,EUR,NT30
4500091333,3000,ZSER,100044,2000,002,2025-12-24,AED,NT45
4500091334,1000,FO,100020,2000,004,2024-09-02,AED,NT45
4500091335,1000,FO,100001,1000,001,2025-08-12,EUR,NT45
4500091336,3000,NB,100033,2000,003,2024-06-01,EUR,NT30
4500091337,1000,NB,100035,1000,004,2024-08-14,EUR,NT45
4500091338,1000,NB,100029,2000,001,2024-08-11,EUR,0001
4500091339,1000,ZSER,100032,2000,001,2024-11-07,AED,NT30
4500091340,2000,NB,100059,1000,001,2024-01-03,USD,0001
4500091341,2000,FO,100036,2000,002,2025-04-03,USD,NT45
4500091342,1000,NB,100051,2000,004,2025-11-08,EUR,NT45
4500091343,3000,ZSER,100035,1000,001,2025-08-22,EUR,NT60
4500091344,2000,FO,100033,2000,002,2025-12-21,AED,NT45
4500091345,3000,ZSER,100028,2000,001,2025-06-22,EUR,NT60
4500091346,3000,ZSER,100046,2000,003,2024-07-23,EUR,NT60
4500091347,2000,NB,100000,1000,004,2025-09-27,USD,NT30
4500091348,1000,NB,100025,2000,003,2024-05-15,EUR,NT60
4500091349,3000,FO,100003,2000,004,2025-01-30,AED,NT45
4500091350,2000,NB,100039,1000,002,2025-04-28,USD,0001
4500091351,3000,ZSER,100058,2000,001,2024-08-05,USD,NT30
4500091352,3000,NB,100037,2000,004,2025-03-19,AED,0001
4500091353,2000,FO,100033,1000,004,2024-01-14,USD,NT60
4500091354,2000,NB,100008,1000,003,2025-11-04,EUR,NT45
4500091355,2000,ZSER,100038,2000,001,2024-05-23,EUR,NT45
4500091356,1000,ZSER,100042,2000,003,2024-11-12,AED,NT45
4500091357,2000,NB,100044,2000,002,2025-06-10,USD,NT45
4500091358,2000,FO,100010,2000,002,2025-04-15,USD,0001
4500091359,1000,ZSER,100005,1000,004,2025-01-15,AED,NT45
4500091360,3000,NB,100008,1000,004,2025-04-16,USD,0001
4500091361,1000,NB,100052,2000,003,2025-08-09,EUR,0001
4500091362,3000,FO,100037,1000,004,2024-11-26,EUR,0001
4500091363,2000,ZSER,100004,1000,003,2024-11-24,EUR,0001
4500091364,1000,ZSER,100001,2000,004,2024-06-08,USD,NT45
4500091365,3000,NB,100005,1000,004,2025-07-14,AED,NT30
4500091366,1000,FO,100002,1000,002,2024-05-01,EUR,NT45
4500091367,3000,FO,100042,1000,002,2024-11-07,AED,NT60
4500091368,3000,NB,100026,1000,003,2025-06-15,EUR,0001
4500091369,1000,NB,100053,2000,003,2025-11-04,EUR,NT30
4500091370,2000,FO,100016,1000,001,2024-02-15,USD,NT60
4500091371,1000,NB,100058,1000,003,2025-12-19,USD,NT45
4500091372,2000,ZSER,100014,2000,003,2025-10-16,EUR,NT60
4500091373,1000,ZSER,100027,2000,004,2024-08-11,USD,0001
4500091374,3000,FO,100042,1000,001,2024-05-30,AED,0001
4500091375,1000,NB,100041,1000,003,2024-06-16,USD,0001
4500091376,2000,ZSER,100018,2000,004,2025-01-28,USD,NT30
4500091377,1000,NB,100000,1000,004,2024-06-14,AED,NT30
4500091378,2000,NB,100031,1000,002,2025-04-05,AED,0001
4500091379,1000,ZSER,100045,1000,004,2024-07-10,EUR,0001
4500091380,1000,ZSER,100050,1000,003,2024-05-11,AED,NT30
4500091381,2000,FO,100014,1000,001,2025-03-07,EUR,0001
4500091382,2000,NB,100007,1000,002,2024-10-07,USD,NT60
4500091383,1000,FO,100027,1000,001,2024-11-10,AED,0001
4500091384,2000,ZSER,100057,2000,003,2025-10-20,AED,NT45
4500091385,2000,NB,100059,1000,003,2025-07-14,EUR,NT30
4500091386,1000,ZSER,100058,1000,003,2025-07-02,EUR,NT45
4500091387,1000,FO,100053,1000,001,2024-07-21,EUR,0001
4500091388,3000,NB,100051,1000,001,2025-01-17,AED,0001
4500091389,2000,NB,100030,1000,001,2025-07-01,EUR,NT30
4500091390,1000,ZSER,100042,1000,003,2024-07-21,EUR,NT45
4500091391,2000,ZSER,100041,1000,003,2025-12-08,USD,NT45
4500091392,1000,FO,100009,2000,002,2024-01-20,USD,NT45
4500091393,1000,NB,100011,2000,004,2025-11-11,USD,NT30
4500091394,2000,ZSER,100048,2000,002,2024-07-31,USD,NT30
4500091395,3000,ZSER,100010,2000,003,2024-09-06,EUR,NT60
4500091396,2000,NB,100032,2000,002,2025-03-16,AED,NT30
4500091397,3000,FO,100023,1000,003,2024-06-30,EUR,NT30
4500091398,3000,ZSER,100023,1000,004,2024-09-09,EUR,NT60
4500091399,3000,ZSER,100015,2000,002,2025-02-18,EUR,0001
4500091400,3000,NB,100035,1000,003,2024-12-13,USD,0001
4500091401,3000,FO,100018,2000,002,2025-02-24,AED,NT30
4500091402,1000,NB,100043,2000,002,2025-05-27,AED,0001
4500091403,2000,NB,100030,2000,002,2024-05-13,USD,NT30
4500091404,1000,ZSER,100018,2000,004,2025-02-11,EUR,NT45
4500091405,1000,ZSER,100006,2000,001,2025-04-16,USD,0001
4500091406,1000,FO,100028,1000,002,2025-11-19,EUR,NT45
4500091407,1000,NB,100022,2000,002,2025-08-07,AED,NT60
4500091408,3000,FO,100013,2000,002,2025-05-02,AED,NT60
4500091409,3000,NB,100016,1000,004,2024-03-31,EUR,NT45
4500091410,1000,FO,100006,1000,001,2025-02-14,USD,NT60
4500091411,3000,ZSER,100002,1000,002,2024-03-15,EUR,NT45
4500091412,2000,NB,100019,1000,002,2025-07-20,EUR,NT45
4500091413,3000,NB,100006,1000,004,2025-05-12,USD,NT30
4500091414,2000,ZSER,100008,1000,002,2024-11-06,AED,NT30
4500091415,2000,FO,100030,2000,003,2025-06-06,EUR,NT45
4500091416,2000,FO,100058,1000,004,2025-10-14,USD,NT60
4500091417,1000,FO,100013,2000,002,2024-12-05,EUR,NT30
4500091418,2000,ZSER,100059,2000,003,2025-12-25,EUR,0001
4500091419,1000,FO,100058,2000,003,2025-02-15,USD,NT45
4500091420,1000,FO,100007,2000,002,2024-08-15,EUR,NT30
4500091421,1000,ZSER,100026,1000,001,2024-06-21,EUR,NT45
4500091422,1000,ZSER,100030,1000,003,2024-11-30,AED,NT60
4500091423,3000,NB,100017,1000,003,2025-04-08,USD,NT30
4500091424,1000,ZSER,100059,1000,001,2024-05-29,EUR,NT60
4500091425,3000,NB,100038,1000,002,2025-04-20,AED,NT30
4500091426,2000,NB,100058,2000,001,2025-12-30,AED,NT60
4500091427,1000,ZSER,100018,1000,002,2025-10-05,USD,NT45
4500091428,1000,ZSER,100041,1000,004,2025-12-28,AED,NT30
4500091429,3000,ZSER,100052,1000,003,2025-02-16,EUR,NT60
4500091430,1000,ZSER,100036,2000,003,2025-10-14,USD,0001
4500091431,1000,NB,100026,2000,003,2025-04-15,EUR,0001
4500091432,2000,ZSER,100005,1000,003,2024-08-16,AED,NT30
4500091433,3000,FO,100010,2000,003,2025-10-17,EUR,0001
4500091434,1000,FO,100029,1000,003,2025-12-27,EUR,NT45
4500091435,1000,NB,100003,1000,003,2024-09-01,AED,NT60
4500091436,2000,NB,100038,1000,004,2025-03-21,USD,NT30
4500091437,1000,FO,100013,1000,002,2025-05-01,EUR,NT30
4500091438,1000,NB,100000,2000,001,2024-07-08,AED,NT30
4500091439,2000,ZSER,100039,2000,001,2024-08-19,AED,NT30
4500091440,2000,NB,100041,2000,002,2024-12-15,USD,NT60
4500091441,1000,ZSER,100046,1000,001,2024-08-10,EUR,0001
4500091442,1000,NB,100039,2000,004,2025-12-17,EUR,0001
4500091443,1000,NB,100004,1000,002,2025-10-01,USD,NT30
4500091444,1000,NB,100037,2000,003,2024-06-08,AED,NT60
4500091445,3000,ZSER,100009,1000,002,2024-09-06,USD,NT60
4500091446,1000,FO,100021,1000,002,2025-08-06,USD,NT30
4500091447,1000,ZSER,100051,2000,004,2024-12-27,EUR,NT45
4500091448,3000,FO,100020,2000,003,2025-01-30,AED,0001
4500091449,1000,ZSER,100026,2000,003,2025-08-15,EUR,NT60
4500091450,2000,FO,100049,2000,002,2024-05-09,AED,NT45
4500091451,2000,NB,100055,1000,002,2025-11-03,USD,NT60
4500091452,1000,NB,100003,1000,002,2025-04-14,USD,NT60
4500091453,1000,FO,100025,1000,004,2025-03-31,AED,NT45
4500091454,3000,ZSER,100052,2000,003,2024-02-20,USD,0001
4500091455,2000,FO,100034,1000,002,2025-09-11,EUR,NT30
4500091456,1000,FO,100007,2000,001,2024-07-11,AED,NT45
4500091457,3000,ZSER,100045,1000,001,2025-12-08,USD,NT30
4500091458,3000,ZSER,100012,1000,003,2025-06-18,AED,NT45
4500091459,1000,NB,100035,1000,002,2024-09-25,EUR,NT30
4500091460,2000,FO,100036,2000,002,2025-04-26,AED,NT45
4500091461,1000,FO,100013,2000,001,2025-01-18,AED,NT60
4500091462,2000,ZSER,100009,2000,003,2024-04-06,AED,NT30
4500091463,2000,ZSER,100027,1000,001,2025-07-15,USD,NT30
4500091464,1000,FO,100035,2000,001,2025-10-24,AED,NT60
4500091465,1000,NB,100019,1000,004,2025-03-12,USD,NT30
4500091466,2000,NB,100007,2000,002,2025-05-28,AED,0001
4500091467,3000,ZSER,100003,2000,004,2024-12-23,EUR,NT30
4500091468,3000,NB,100043,1000,003,2025-01-21,EUR,NT30
4500091469,2000,ZSER,100008,2000,002,2025-11-21,EUR,NT45
4500091470,3000,FO,100001,2000,002,2025-01-05,EUR,NT30
4500091471,1000,ZSER,100005,1000,001,2024-12-02,USD,0001
4500091472,2000,FO,100042,2000,002,2024-09-24,USD,NT60
4500091473,3000,ZSER,100024,2000,004,2024-09-05,EUR,NT45
4500091474,1000,FO,100009,2000,003,2025-06-14,EUR,NT45
4500091475,1000,FO,100017,1000,004,2024-08-01,AED,NT45
4500091476,1000,FO,100054,1000,001,2025-11-02,USD,NT30
4500091477,1000,ZSER,100037,2000,001,2024-08-28,AED,NT30
4500091478,1000,ZSER,100039,1000,001,2025-11-30,EUR,NT45
4500091479,3000,FO,100019,2000,001,2025-04-14,EUR,NT45
4500091480,3000,NB,100013,1000,004,2025-11-21,EUR,NT45
4500091481,2000,FO,100048,2000,004,2024-04-16,AED,NT30
4500091482,1000,FO,100056,2000,002,2025-10-17,AED,NT45
4500091483,2000,NB,100028,2000,003,2025-10-21,USD,NT45
4500091484,1000,NB,100036,2000,003,2025-07-02,AED,0001
4500091485,1000,FO,100059,1000,004,2024-10-24,EUR,0001
4500091486,2000,NB,100034,1000,003,2025-06-29,AED,0001
4500091487,1000,FO,100000,2000,002,2025-09-09,AED,0001
4500091488,1000,FO,100025,2000,002,2025-10-02,AED,NT30
4500091489,1000,FO,100012,1000,004,2024-01-21,AED,0001
4500091490,3000,FO,100018,2000,001,2024-01-26,AED,NT60
4500091491,2000,ZSER,100050,2000,003,2024-08-01,EUR,NT45
4500091492,3000,NB,100042,2000,002,2024-10-01,AED,NT60
4500091493,3000,FO,100059,1000,002,2025-06-04,AED,0001
4500091494,1000,ZSER,100002,2000,003,2024-12-30,USD,NT60
4500091495,1000,FO,100010,1000,003,2024-01-09,USD,NT45
4500091496,3000,FO,100058,2000,003,2024-05-25,AED,NT30
4500091497,1000,ZSER,100002,1000,003,2025-11-23,EUR,NT30
4500091498,3000,ZSER,100049,1000,002,2025-12-01,EUR,NT60
4500091499,1000,FO,100001,2000,002,2024-10-08,EUR,NT60
4500091500,3000,NB,100031,2000,003,2024-08-16,EUR,NT60
4500091501,3000,NB,100051,1000,003,2025-09-10,USD,NT30
4500091502,1000,NB,100024,2000,004,2024-04-07,EUR,0001
4500091503,2000,FO,100050,1000,001,2025-11-01,AED,NT30
4500091504,3000,ZSER,100045,1000,002,2024-12-03,AED,0001
4500091505,1000,NB,100041,2000,002,2024-06-04,EUR,NT60
4500091506,3000,NB,100011,1000,003,2025-09-12,EUR,NT30
4500091507,1000,ZSER,100043,2000,004,2025-10-30,USD,NT30
4500091508,2000,NB,100032,1000,001,2024-04-24,AED,0001
4500091509,3000,FO,100028,2000,004,2024-08-11,USD,NT30
4500091510,2000,FO,100003,1000,001,2024-09-17,USD,NT30
4500091511,3000,FO,100047,1000,002,2024-11-13,AED,NT60
4500091512,1000,FO,100046,1000,001,2024-05-29,USD,NT45
4500091513,2000,NB,100006,1000,001,2025-07-12,USD,NT45
4500091514,1000,ZSER,100024,2000,002,2025-06-19,EUR,NT30
4500091515,3000,ZSER,100000,2000,004,2025-04-22,EUR,0001
4500091516,2000,NB,100030,2000,002,2024-01-10,EUR,NT60
4500091517,1000,ZSER,100013,2000,001,2025-04-14,USD,NT30
4500091518,2000,NB,100029,1000,004,2025-03-14,EUR,NT30
4500091519,2000,ZSER,100034,2000,001,2025-06-21,USD,NT45
4500091520,1000,ZSER,100031,1000,001,2025-03-10,EUR,NT30
4500091521,3000,NB,100011,2000,002,2025-10-03,EUR,NT45
4500091522,2000,FO,100013,1000,003,2025-03-01,EUR,NT60
4500091523,1000,FO,100058,1000,001,2025-10-18,EUR,NT45
4500091524,2000,NB,100004,2000,002,2024-02-14,AED,NT30
4500091525,1000,ZSER,100017,1000,001,2025-05-06,USD,NT30
4500091526,3000,ZSER,100057,2000,001,2024-10-18,EUR,NT45
4500091527,3000,ZSER,100033,1000,001,2024-04-07,EUR,NT30
4500091528,1000,FO,100047,2000,004,2025-02-28,USD,0001
4500091529,3000,ZSER,100054,1000,004,2025-12-07,AED,NT45
4500091530,2000,FO,100031,2000,002,2024-03-19,AED,NT45
4500091531,1000,NB,100026,2000,003,2024-05-03,EUR,NT30
4500091532,1000,ZSER,100030,2000,003,2025-11-19,EUR,NT60
4500091533,2000,ZSER,100009,1000,002,2025-05-08,USD,NT60
4500091534,3000,NB,100057,1000,004,2024-04-18,USD,NT30
4500091535,3000,FO,100057,2000,001,2025-04-26,AED,0001
4500091536,2000,FO,100044,1000,003,2024-04-20,AED,NT30
4500091537,2000,NB,100045,1000,002,2024-07-03,AED,NT60
4500091538,2000,ZSER,100014,1000,002,2024-03-03,AED,NT45
4500091539,1000,FO,100044,1000,003,2024-10-13,EUR,0001
4500091540,2000,NB,100019,1000,002,2025-05-21,EUR,NT30
4500091541,1000,FO,100001,2000,003,2025-10-20,AED,NT60
4500091542,3000,FO,100027,1000,002,2025-08-20,AED,NT60
4500091543,3000,ZSER,100050,1000,002,2024-07-15,EUR,NT45
4500091544,1000,NB,100034,2000,002,2025-09-11,EUR,NT60
4500091545,3000,FO,100046,2000,003,2024-02-08,USD,NT60
4500091546,1000,ZSER,100013,2000,002,2024-12-14,AED,NT60
4500091547,2000,FO,100053,1000,003,2025-04-26,EUR,NT30
4500091548,2000,ZSER,100013,2000,004,2024-10-08,AED,0001
4500091549,1000,NB,100028,1000,003,2024-03-25,AED,0001
4500091550,1000,ZSER,100027,2000,001,2024-11-29,AED,0001
4500091551,1000,NB,100036,2000,002,2025-11-30,EUR,0001
4500091552,2000,NB,100031,1000,003,2024-12-17,USD,0001
4500091553,2000,NB,100057,2000,001,2024-12-05,USD,NT60
4500091554,2000,FO,100027,1000,004,2024-06-25,USD,NT60
4500091555,1000,NB,100001,1000,004,2024-03-27,AED,0001
4500091556,2000,ZSER,100031,2000,004,2025-04-15,USD,NT45
4500091557,3000,NB,100014,1000,002,2024-04-17,USD,NT60
4500091558,2000,NB,100056,2000,004,2024-05-19,AED,NT60
4500091559,2000,FO,100031,2000,003,2025-05-22,AED,NT60
4500091560,1000,NB,100029,2000,004,2024-09-16,EUR,0001
4500091561,1000,ZSER,100041,1000,001,2024-07-31,AED,NT30
4500091562,2000,FO,100041,1000,003,2025-11-03,USD,NT45
4500091563,3000,NB,100001,1000,001,2025-08-07,AED,NT45
4500091564,3000,NB,100005,2000,002,2024-03-29,AED,0001
4500091565,3000,ZSER,100046,2000,004,2025-04-17,AED,0001
4500091566,3000,ZSER,100023,1000,003,2024-01-18,AED,NT45
4500091567,2000,ZSER,100020,1000,004,2024-10-11,USD,NT45
4500091568,2000,NB,100034,2000,004,2025-02-01,EUR,0001
4500091569,2000,FO,100016,1000,001,2025-04-11,USD,NT60
4500091570,3000,FO,100034,2000,003,2025-11-29,EUR,0001
4500091571,3000,NB,100049,2000,002,2024-11-21,AED,NT60
4500091572,3000,ZSER,100033,1000,002,2024-11-06,AED,0001
4500091573,2000,ZSER,100037,1000,001,2024-08-13,AED,NT30
4500091574,1000,ZSER,100019,2000,004,2024-06-09,AED,NT45
4500091575,1000,FO,100032,1000,003,2024-11-17,USD,NT30
4500091576,2000,FO,100018,1000,001,2024-01-11,USD,0001
4500091577,1000,ZSER,100056,1000,001,2024-11-06,USD,0001
4500091578,3000,FO,100047,1000,001,2025-01-26,USD,NT45
4500091579,1000,ZSER,100009,2000,003,2025-12-04,AED,0001
4500091580,3000,NB,100031,1000,001,2025-08-09,EUR,NT45
4500091581,3000,ZSER,100001,2000,003,2024-02-17,AED,NT60
4500091582,1000,ZSER,100001,2000,001,2025-12-24,EUR,NT30
4500091583,2000,NB,100044,1000,003,2025-09-13,USD,NT60
4500091584,2000,FO,100046,1000,001,2025-01-25,USD,0001
4500091585,1000,NB,100053,1000,002,2025-08-28,AED,0001
4500091586,1000,ZSER,100048,1000,002,2025-04-02,AED,NT30
4500091587,3000,NB,100046,2000,003,2024-09-08,USD,NT30
4500091588,1000,ZSER,100026,1000,003,2025-04-30,AED,NT45
4500091589,2000,FO,100033,1000,002,2025-02-27,EUR,NT45
4500091590,2000,ZSER,100013,2000,004,2024-02-12,AED,NT60
4500091591,1000,NB,100021,2000,002,2024-05-30,USD,0001
4500091592,1000,ZSER,100005,2000,004,2025-12-03,AED,NT45
4500091593,2000,FO,100049,1000,004,2025-10-18,EUR,0001
4500091594,2000,NB,100053,1000,001,2024-04-22,AED,NT60
4500091595,2000,FO,100040,1000,001,2025-06-16,AED,NT30
4500091596,3000,FO,100025,1000,003,2025-02-13,EUR,NT60
4500091597,1000,FO,100040,1000,001,2025-12-18,AED,NT60
4500091598,3000,FO,100009,2000,004,2025-12-28,AED,NT45
4500091599,2000,FO,100031,1000,001,2025-04-09,USD,0001
4500091600,1000,FO,100047,1000,004,2025-02-08,EUR,NT30
4500091601,1000,ZSER,100023,2000,003,2024-03-11,USD,NT60
4500091602,3000,ZSER,100048,2000,004,2024-09-07,EUR,0001
4500091603,2000,NB,100030,2000,004,2025-11-04,AED,NT45
4500091604,1000,FO,100015,1000,003,2024-11-01,AED,0001
4500091605,3000,FO,100016,1000,002,2025-12-11,EUR,NT60
4500091606,1000,ZSER,100009,2000,003,2024-08-31,EUR,NT30
4500091607,3000,ZSER,100049,1000,002,2024-09-25,EUR,NT45
4500091608,2000,ZSER,100006,2000,001,2024-09-14,EUR,0001
4500091609,1000,NB,100038,1000,004,2025-02-01,EUR,NT30
4500091610,3000,FO,100029,1000,004,2025-08-09,AED,0001
4500091611,3000,ZSER,100051,2000,004,2024-08-30,EUR,NT45
4500091612,1000,ZSER,100029,1000,003,2024-05-11,USD,NT45
4500091613,1000,FO,100029,2000,002,2024-11-13,EUR,0001
4500091614,3000,NB,100044,1000,001,2024-10-01,AED,NT30
4500091615,1000,NB,100016,2000,004,2025-12-25,AED,NT30
4500091616,3000,ZSER,100004,1000,003,2024-09-27,USD,0001
4500091617,2000,ZSER,100036,2000,004,2024-05-30,EUR,0001
4500091618,3000,ZSER,100051,2000,001,2025-12-05,USD,0001
4500091619,2000,NB,100049,2000,004,2024-10-13,AED,NT45
4500091620,1000,NB,100057,2000,002,2024-04-09,AED,NT45
4500091621,2000,NB,100049,2000,001,2025-04-21,EUR,0001
4500091622,3000,NB,100002,2000,003,2024-08-19,AED,NT60
4500091623,3000,NB,100048,1000,003,2025-05-13,USD,NT60
4500091624,3000,ZSER,100004,1000,002,2025-01-17,EUR,NT45
4500091625,1000,NB,100025,1000,004,2024-01-04,AED,NT30
4500091626,2000,FO,100000,1000,003,2025-02-22,USD,0001
4500091627,1000,NB,100009,1000,003,2025-07-10,EUR,0001
4500091628,2000,FO,100029,1000,004,2024-04-12,AED,NT30
4500091629,2000,NB,100024,2000,003,2024-01-05,AED,NT45
4500091630,2000,NB,100000,2000,003,2025-02-01,AED,0001
4500091631,3000,ZSER,100050,2000,003,2025-03-06,EUR,NT60
4500091632,2000,FO,100034,1000,003,2024-04-04,EUR,NT45
4500091633,2000,FO,100025,2000,003,2024-11-10,EUR,NT60
4500091634,3000,FO,100032,2000,004,2024-09-21,USD,0001
4500091635,3000,NB,100029,2000,002,2024-02-11,EUR,NT45
4500091636,3000,NB,100026,2000,002,2025-07-06,USD,NT45
4500091637,3000,NB,100001,2000,003,2025-02-14,AED,NT45
4500091638,3000,FO,100021,2000,002,2025-03-24,AED,NT60
4500091639,1000,FO,100053,2000,003,2024-02-19,AED,NT60
4500091640,3000,NB,100057,2000,002,2024-05-26,EUR,0001
4500091641,1000,NB,100001,1000,002,2025-11-26,USD,NT30
4500091642,1000,ZSER,100025,1000,004,2025-02-28,AED,0001
4500091643,2000,NB,100036,1000,004,2025-01-05,AED,0001
4500091644,2000,FO,100011,2000,001,2025-06-23,USD,NT30
4500091645,1000,FO,100023,2000,004,2024-10-05,AED,NT45
4500091646,2000,ZSER,100008,1000,001,2025-04-22,EUR,NT45
4500091647,2000,ZSER,100000,2000,002,2025-08-09,USD,NT45
4500091648,3000,ZSER,100045,2000,001,2024-04-12,USD,NT60
4500091649,1000,ZSER,100042,1000,003,2024-05-15,USD,NT45
