MBLNR,MJAHR,ZEILE,BWART,MATNR,MENGE,MEINS,WERKS,LIFNR,EBELN,EBELP
5000001578,2024,0002,101,SERV-6002,2.51,EA,1020,100034,4500090435,00010
5000001578,2024,0003,102,SERV-6002,145.56,EA,2010,100034,4500090435,00010
5000001579,2024,0001,102,OFFC-4001,68.94,EA,1010,100048,4500090428,00010
5000001580,2025,0001,101,IT-3001,107.09,EA,2010,100047,4500090972,00030
5000001581,2025,0001,102,FUEL-2001,60.38,L,1010,100016,4500091779,00010
5000001581,2025,0002,102,FUEL-2001,48.75,L,1020,100016,4500091779,00010
5000001581,2025,0003,101,FUEL-2001,32.86,L,2010,100016,4500091779,00010
5000001582,2024,0001,102,IT-3002,113.17,EA,1020,100000,4500091207,00030
5000001583,2025,0001,102,MRO-1001,40.96,EA,1020,100003,4500090930,00010
5000001583,2025,0002,102,MRO-1001,172.47,EA,2010,100003,4500090930,00010
5000001583,2025,0003,101,MRO-1001,118.58,EA,2010,100003,4500090930,00010
5000001584,2024,0001,101,IT-3001,20.38,EA,1010,100030,4500090133,00030
5000001585,2025,0001,102,MRO-1002,171.75,EA,2010,100054,4500091039,00010
5000001585,2025,0002,101,MRO-1002,42.48,EA,2010,100054,4500091039,00010
5000001585,2025,0003,102,MRO-1002,23.75,EA,1020,100054,4500091039,00010
5000001586,2025,0001,261,IT-3002,4.98,EA,1020,100037,4500090220,00010
5000001587,2025,0001,261,IT-3002,92.16,EA,2010,100008,4500091414,00020
5000001588,2025,0001,261,IT-3002,29.75,EA,2010,100035,4500091711,00030
5000001588,2025,0002,101,IT-3002,88.41,EA,2010,100035,4500091711,00030
5000001588,2025,0003,101,IT-3002,65.51,EA,2010,100035,4500091711,00030
5000001589,2025,0001,102,MRO-1001,29.68,EA,1010,100041,4500091186,00040
5000001590,2025,0001,261,SERV-6002,50.67,EA,1020,100038,4500091436,00040
5000001590,2025,0002,102,SERV-6002,117.93,EA,1020,100038,4500091436,00040
5000001591,2025,0001,261,MRO-1001,127.21,EA,1010,100044,4500090098,00010
5000001592,2025,0001,102,SPARE-5002,24.24,EA,1010,100057,4500091620,00040
5000001592,2025,0002,101,SPARE-5002,81.21,EA,2010,100057,4500091620,00040
5000001593,2024,0001,261,SPARE-5001,153.89,EA,1010,100036,4500091430,00010
5000001593,2024,0002,102,SPARE-5001,46.54,EA,1010,100036,4500091430,00010
5000001593,2024,0003,261,SPARE-5001,113.19,EA,1010,100036,4500091430,00010
5000001594,2024,0001,261,FUEL-2001,58.96,L,1020,100020,4500090855,00020
5000001594,2024,0002,101,FUEL-2001,126.47,L,2010,100020,4500090855,00020
5000001594,2024,0003,261,FUEL-2001,191.08,L,1020,100020,4500090855,00020
5000001595,2025,0001,101,SERV-6002,125.07,EA,2010,100030,4500091654,00010
5000001596,2024,0001,101,SPARE-5002,19.9,EA,2010,100018,4500090737,00020
5000001596,2024,0002,102,SPARE-5002,199.13,EA,1020,100018,4500090737,00020
5000001597,2025,0001,261,FUEL-2001,3.81,L,1020,100059,4500091743,00020
5000001597,2025,0002,102,FUEL-2001,34.5,L,1010,100059,4500091743,00020
5000001598,2025,0001,102,MRO-1002,186.42,EA,1010,100044,4500091004,00010
5000001599,2025,0001,102,SERV-6001,11.94,HR,1010,100030,4500091389,00020
5000001600,2024,0001,102,MRO-1002,53.89,EA,1010,100015,4500090706,00020
5000001600,2024,0002,101,MRO-1002,27.4,EA,1010,100015,4500090706,00020
5000001601,2025,0001,102,FUEL-2001,174.55,L,2010,100009,4500091392,00010
5000001602,2025,0001,261,SERV-6001,185.05,HR,1010,100030,4500090084,00040
5000001602,2025,0002,261,SERV-6001,112.27,HR,2010,100030,4500090084,00040
5000001603,2025,0001,101,IT-3001,55.83,EA,1010,100005,4500090312,00020
5000001603,2025,0002,102,IT-3001,66.57,EA,1010,100005,4500090312,00020
5000001604,2025,0001,101,SPARE-5002,76.47,EA,2010,100013,4500091839,00040
5000001605,2025,0001,102,MRO-1002,124.24,EA,2010,100058,4500091386,00010
5000001606,2025,0001,101,FUEL-2001,9.92,L,1020,100010,4500091433,00010
5000001606,2025,0002,261,FUEL-2001,65.2,L,1020,100010,4500091433,00010
5000001606,2025,0003,261,FUEL-2001,14.41,L,1020,100010,4500091433,00010
5000001607,2024,0001,101,SERV-6002,191.87,EA,1010,100017,4500091271,00020
5000001607,2024,0002,102,SERV-6002,13.97,EA,2010,100017,4500091271,00020
5000001607,2024,0003,102,SERV-6002,29.21,EA,1010,100017,4500091271,00020
5000001608,2024,0001,261,IT-3002,117.42,EA,2010,100001,4500091582,00020
5000001609,2025,0001,101,FUEL-2001,199.63,L,1020,100024,4500090766,00010
5000001610,2025,0001,101,FUEL-2001,50.04,L,1010,100055,4500090822,00010
5000001610,2025,0002,261,FUEL-2001,65.9,L,1010,100055,4500090822,00010
5000001611,2025,0001,101,SPARE-5001,46.4,EA,1010,100045,4500091912,00020
5000001611,2025,0002,102,SPARE-5001,136.37,EA,1010,100045,4500091912,00020
5000001611,2025,0003,102,SPARE-5001,175.84,EA,1020,100045,4500091912,00020
5000001612,2025,0001,261,IT-3002,129.06,EA,2010,100025,4500091277,00040
5000001613,2024,0001,102,IT-3001,138.88,EA,1010,100029,4500090764,00010
5000001613,2024,0002,102,IT-3001,1.66,EA,1020,100029,4500090764,00010
5000001613,2024,0003,102,IT-3001,19.38,EA,1010,100029,4500090764,00010
5000001614,2024,0001,102,SERV-6002,148.92,EA,1010,100009,4500090111,00040
5000001614,2024,0002,102,SERV-6002,19.22,EA,2010,100009,4500090111,00040
5000001614,2024,0003,101,SERV-6002,143.42,EA,2010,100009,4500090111,00040
5000001615,2024,0001,101,FUEL-2001,60.49,L,1010,100018,4500091778,00030
5000001615,2024,0002,261,FUEL-2001,16.29,L,1010,100018,4500091778,00030
5000001616,2024,0001,102,SPARE-5002,60.86,EA,2010,100013,4500091839,00040
5000001617,2024,0001,101,OFFC-4001,57.7,EA,2010,100004,4500090654,00030
5000001617,2024,0002,261,OFFC-4001,165.6,EA,1020,100004,4500090654,00030
5000001618,2025,0001,102,SPARE-5001,13.61,EA,2010,100055,4500090314,00030
5000001619,2024,0001,261,OFFC-4001,91.48,EA,1010,100026,4500090515,00010
5000001620,2025,0001,101,SPARE-5001,163.54,EA,2010,100042,4500090145,00040
5000001620,2025,0002,261,SPARE-5001,89.33,EA,2010,100042,4500090145,00040
5000001620,2025,0003,102,SPARE-5001,189.5,EA,1010,100042,4500090145,00040
5000001621,2025,0001,261,MRO-1002,149.02,EA,2010,100009,4500091533,00010
5000001621,2025,0002,102,MRO-1002,129.05,EA,1010,100009,4500091533,00010
5000001622,2025,0001,101,MRO-1001,96.27,EA,1020,100020,4500091804,00020
5000001623,2025,0001,102,SERV-6001,53.18,HR,1020,100012,4500091991,00010
5000001623,2025,0002,261,SERV-6001,16.84,HR,1010,100012,4500091991,00010
5000001624,2025,0001,102,MRO-1001,72.84,EA,2010,100022,4500090076,00020
5000001624,2025,0002,101,MRO-1001,164.74,EA,1020,100022,4500090076,00020
5000001624,2025,0003,102,MRO-1001,191.74,EA,2010,100022,4500090076,00020
5000001625,2025,0001,102,IT-3001,19.14,EA,1010,100046,4500090825,00010
5000001626,2025,0001,261,SERV-6001,155.07,HR,1010,100025,4500091281,00010
5000001626,2025,0002,101,SERV-6001,43.01,HR,1010,100025,4500091281,00010
5000001627,2024,0001,101,FUEL-2001,22.47,L,1010,100048,4500090685,00030
5000001627,2024,0002,261,FUEL-2001,131.59,L,1010,100048,4500090685,00030
5000001627,2024,0003,102,FUEL-2001,28.8,L,1010,100048,4500090685,00030
5000001628,2024,0001,101,SERV-6001,148.75,HR,1010,100042,4500091374,00020
5000001628,2024,0002,101,SERV-6001,148.51,HR,1020,100042,4500091374,00020
5000001628,2024,0003,261,SERV-6001,126.78,HR,2010,100042,4500091374,00020
5000001629,2024,0001,261,MRO-1002,117.58,EA,2010,100051,4500090489,00020
5000001630,2024,0001,261,MRO-1002,43.44,EA,1010,100027,4500091801,00010
5000001630,2024,0002,101,MRO-1002,10.3,EA,2010,100027,4500091801,00010
5000001630,2024,0003,101,MRO-1002,38.46,EA,2010,100027,4500091801,00010
5000001631,2024,0001,101,IT-3001,4.56,EA,2010,100054,4500091976,00010
5000001632,2025,0001,101,OFFC-4001,53.93,EA,1010,100037,4500090493,00020
5000001632,2025,0002,102,OFFC-4001,184.65,EA,2010,100037,4500090493,00020
5000001632,2025,0003,261,OFFC-4001,84.91,EA,2010,100037,4500090493,00020
5000001633,2025,0001,261,MRO-1002,105.41,EA,1020,100031,4500090794,00020
5000001633,2025,0002,102,MRO-1002,132.14,EA,2010,100031,4500090794,00020
5000001634,2025,0001,102,MRO-1001,114.2,EA,1010,100052,4500091429,00020
5000001634,2025,0002,102,MRO-1001,57.46,EA,1020,100052,4500091429,00020
5000001634,2025,0003,102,MRO-1001,32.54,EA,1010,100052,4500091429,00020
5000001635,2025,0001,261,SPARE-5002,55.4,EA,2010,100045,4500091126,00010
5000001635,2025,0002,261,SPARE-5002,189.36,EA,2010,100045,4500091126,00010
5000001636,2025,0001,261,SPARE-5002,9.04,EA,1020,100000,4500090600,00040
5000001637,2024,0001,102,SPARE-5001,111.33,EA,2010,100056,4500091217,00030
5000001637,2024,0002,101,SPARE-5001,19.04,EA,1020,100056,4500091217,00030
5000001637,2024,0003,102,SPARE-5001,108.64,EA,2010,100056,4500091217,00030
5000001638,2025,0001,261,IT-3001,78.94,EA,2010,100053,4500090666,00020
5000001638,2025,0002,102,IT-3001,83.9,EA,2010,100053,4500090666,00020
5000001639,2024,0001,102,MRO-1001,177.62,EA,1020,100002,4500090342,00020
5000001639,2024,0002,102,MRO-1001,49.09,EA,1020,100002,4500090342,00020
5000001639,2024,0003,261,MRO-1001,163.55,EA,1010,100002,4500090342,00020
5000001640,2025,0001,102,IT-3001,136.79,EA,1010,100057,4500090554,00010
5000001640,2025,0002,261,IT-3001,134.24,EA,1010,100057,4500090554,00010
5000001641,2024,0001,101,SPARE-5001,190.51,EA,1020,100036,4500091551,00030
5000001641,2024,0002,102,SPARE-5001,132.33,EA,1020,100036,4500091551,00030
5000001642,2025,0001,261,SPARE-5001,121.71,EA,2010,100009,4500091218,00030
5000001642,2025,0002,102,SPARE-5001,94.65,EA,1010,100009,4500091218,00030
5000001642,2025,0003,102,SPARE-5001,9.61,EA,1010,100009,4500091218,00030
5000001643,2024,0001,261,SERV-6002,43.6,EA,2010,100032,4500090310,00020
5000001644,2025,0001,102,IT-3002,184.42,EA,2010,100042,4500091109,00010
5000001645,2025,0001,102,FUEL-2001,5.55,L,2010,100014,4500091094,00030
5000001645,2025,0002,102,FUEL-2001,58.45,L,1020,100014,4500091094,00030
5000001645,2025,0003,101,FUEL-2001,160.58,L,1020,100014,4500091094,00030
5000001646,2025,0001,101,IT-3001,107.09,EA,1020,100021,4500091750,00030
5000001646,2025,0002,102,IT-3001,65.3,EA,2010,100021,4500091750,00030
5000001646,2025,0003,102,IT-3001,88.8,EA,2010,100021,4500091750,00030
5000001647,2024,0001,261,IT-3002,136.17,EA,2010,100053,4500090422,00010
5000001647,2024,0002,101,IT-3002,182.35,EA,2010,100053,4500090422,00010
5000001647,2024,0003,261,IT-3002,95.81,EA,1010,100053,4500090422,00010
5000001648,2024,0001,102,MRO-1001,55.72,EA,1020,100016,4500090155,00010
5000001648,2024,0002,102,MRO-1001,43.79,EA,1020,100016,4500090155,00010
5000001649,2025,0001,102,SERV-6002,68.25,EA,1010,100045,4500090020,00030
5000001650,2025,0001,101,FUEL-2001,163.27,L,1020,100000,4500090351,00020
5000001651,2025,0001,102,MRO-1002,140.23,EA,2010,100054,4500090729,00040
5000001651,2025,0002,102,MRO-1002,139.4,EA,1010,100054,4500090729,00040
5000001651,2025,0003,261,MRO-1002,195.92,EA,1020,100054,4500090729,00040
5000001652,2025,0001,101,IT-3001,165.42,EA,1010,100053,4500090751,00010
5000001652,2025,0002,101,IT-3001,67.01,EA,2010,100053,4500090751,00010
5000001653,2025,0001,101,SERV-6002,42.4,EA,1010,100003,4500091044,00010
5000001654,2024,0001,102,SERV-6001,103.35,HR,2010,100056,4500090150,00010
5000001654,2024,0002,102,SERV-6001,84.34,HR,1010,100056,4500090150,00010
5000001655,2025,0001,261,OFFC-4001,18.45,EA,2010,100006,4500091215,00020
5000001655,2025,0002,102,OFFC-4001,79.12,EA,2010,100006,4500091215,00020
5000001655,2025,0003,101,OFFC-4001,94.51,EA,1020,100006,4500091215,00020
5000001656,2025,0001,261,FUEL-2001,19.28,L,2010,100055,4500090728,00030
5000001656,2025,0002,102,FUEL-2001,162.29,L,1020,100055,4500090728,00030
5000001656,2025,0003,261,FUEL-2001,51.97,L,2010,100055,4500090728,00030
5000001657,2025,0001,101,FUEL-2001,129.7,L,2010,100022,4500090243,00010
5000001657,2025,0002,101,FUEL-2001,155.14,L,1010,100022,4500090243,00010
5000001658,2024,0001,102,OFFC-4001,140.03,EA,1020,100023,4500091928,00040
5000001658,2024,0002,101,OFFC-4001,159.28,EA,1020,100023,4500091928,00040
5000001659,2024,0001,261,SERV-6001,161.45,HR,1020,100013,4500091417,00010
5000001659,2024,0002,261,SERV-6001,107.94,HR,1010,100013,4500091417,00010
5000001659,2024,0003,102,SERV-6001,198.17,HR,1020,100013,4500091417,00010
5000001660,2025,0001,101,MRO-1001,62.93,EA,2010,100009,4500090741,00020
5000001660,2025,0002,102,MRO-1001,37.83,EA,1020,100009,4500090741,00020
5000001661,2025,0001,261,IT-3001,163.98,EA,2010,100025,4500091488,00020
5000001661,2025,0002,101,IT-3001,89.0,EA,1010,100025,4500091488,00020
5000001661,2025,0003,101,IT-3001,38.84,EA,1020,100025,4500091488,00020
5000001662,2024,0001,102,IT-3001,54.8,EA,1010,100027,4500091678,00010
5000001662,2024,0002,101,IT-3001,88.35,EA,2010,100027,4500091678,00010
5000001663,2024,0001,261,IT-3001,21.5,EA,2010,100023,4500091933,00010
5000001663,2024,0002,102,IT-3001,183.55,EA,2010,100023,4500091933,00010
5000001664,2025,0001,102,SPARE-5002,39.74,EA,1010,100027,4500091748,00010
5000001664,2025,0002,102,SPARE-5002,113.13,EA,1010,100027,4500091748,00010
5000001665,2024,0001,102,SERV-6001,151.74,HR,1020,100059,4500091298,00020
5000001665,2024,0002,261,SERV-6001,198.72,HR,1020,100059,4500091298,00020
5000001666,2025,0001,101,MRO-1002,195.33,EA,2010,100043,4500090120,00020
5000001667,2025,0001,102,OFFC-4001,142.29,EA,1010,100030,4500091950,00030
5000001667,2025,0002,261,OFFC-4001,114.69,EA,2010,100030,4500091950,00030
5000001668,2025,0001,101,SERV-6002,164.71,EA,2010,100001,4500091364,00010
5000001668,2025,0002,261,SERV-6002,38.27,EA,2010,100001,4500091364,00010
5000001668,2025,0003,261,SERV-6002,187.38,EA,1020,100001,4500091364,00010
5000001669,2025,0001,261,SERV-6001,119.86,HR,2010,100048,4500090105,00020
5000001669,2025,0002,261,SERV-6001,97.89,HR,2010,100048,4500090105,00020
5000001669,2025,0003,261,SERV-6001,189.49,HR,2010,100048,4500090105,00020
5000001670,2025,0001,101,FUEL-2001,104.55,L,1010,100044,4500090590,00020
5000001670,2025,0002,101,FUEL-2001,181.12,L,1010,100044,4500090590,00020
5000001670,2025,0003,102,FUEL-2001,175.98,L,1020,100044,4500090590,00020
5000001671,2025,0001,102,SPARE-5001,158.26,EA,1010,100008,4500090015,00020
5000001671,2025,0002,261,SPARE-5001,193.4,EA,1020,100008,4500090015,00020
5000001671,2025,0003,102,SPARE-5001,155.3,EA,1020,100008,4500090015,00020
5000001672,2025,0001,101,SERV-6002,145.75,EA,1010,100030,4500090926,00030
5000001672,2025,0002,101,SERV-6002,187.2,EA,2010,100030,4500090926,00030
5000001672,2025,0003,102,SERV-6002,5.47,EA,1020,100030,4500090926,00030
5000001673,2024,0001,261,FUEL-2001,168.65,L,1010,100037,4500091248,00020
5000001673,2024,0002,102,FUEL-2001,116.05,L,1020,100037,4500091248,00020
5000001673,2024,0003,102,FUEL-2001,58.08,L,1010,100037,4500091248,00020
5000001674,2024,0001,102,SPARE-5002,159.8,EA,1010,100020,4500090093,00010
5000001675,2025,0001,261,SPARE-5001,57.57,EA,2010,100013,4500091480,00040
5000001676,2025,0001,261,FUEL-2001,92.79,L,1010,100011,4500091644,00010
5000001677,2025,0001,261,SPARE-5002,159.02,EA,1020,100047,4500090878,00010
5000001678,2025,0001,261,SPARE-5002,137.73,EA,1020,100059,4500091983,00020
5000001679,2025,0001,101,SERV-6002,3.37,EA,1010,100028,4500090748,00030
5000001680,2025,0001,102,SERV-6001,2.09,HR,1010,100049,4500090276,00010
5000001680,2025,0002,101,SERV-6001,54.55,HR,2010,100049,4500090276,00010
5000001681,2024,0001,261,MRO-1002,171.61,EA,1020,100047,4500090113,00030
5000001682,2025,0001,261,FUEL-2001,62.45,L,2010,100039,4500091752,00010
5000001682,2025,0002,261,FUEL-2001,82.39,L,1010,100039,4500091752,00010
5000001683,2025,0001,102,SERV-6001,8.82,HR,2010,100025,4500091872,00010
5000001683,2025,0002,261,SERV-6001,38.58,HR,1010,100025,4500091872,00010
5000001684,2025,0001,101,SPARE-5001,160.45,EA,1020,100027,4500090122,00020
5000001684,2025,0002,102,SPARE-5001,136.6,EA,2010,100027,4500090122,00020
5000001684,2025,0003,261,SPARE-5001,25.11,EA,1010,100027,4500090122,00020
5000001685,2025,0001,261,IT-3001,162.06,EA,1010,100002,4500091253,00030
5000001685,2025,0002,102,IT-3001,25.12,EA,1010,100002,4500091253,00030
5000001686,2024,0001,102,SERV-6002,168.17,EA,1010,100059,4500091331,00030
5000001687,2024,0001,101,FUEL-2001,134.47,L,1010,100017,4500091664,00040
5000001688,2024,0001,101,MRO-1002,36.6,EA,2010,100014,4500091886,00010
5000001689,2025,0001,261,MRO-1001,127.87,EA,1010,100020,4500090508,00030
5000001689,2025,0002,261,MRO-1001,108.51,EA,2010,100020,4500090508,00030
5000001689,2025,0003,101,MRO-1001,57.34,EA,1010,100020,4500090508,00030
5000001690,2024,0001,101,IT-3001,142.93,EA,2010,100049,4500091619,00020
5000001691,2024,0001,101,IT-3002,120.34,EA,2010,100059,4500090272,00010
5000001691,2024,0002,102,IT-3002,45.51,EA,1010,100059,4500090272,00010
5000001691,2024,0003,101,IT-3002,1.01,EA,2010,100059,4500090272,00010
5000001692,2025,0001,261,MRO-1002,18.67,EA,1020,100034,4500091570,00020
5000001692,2025,0002,261,MRO-1002,173.13,EA,2010,100034,4500091570,00020
5000001692,2025,0003,102,MRO-1002,168.29,EA,2010,100034,4500091570,00020
5000001693,2025,0001,261,SERV-6001,173.9,HR,1020,100031,4500090988,00010
5000001693,2025,0002,102,SERV-6001,49.07,HR,2010,100031,4500090988,00010
5000001693,2025,0003,101,SERV-6001,119.32,HR,2010,100031,4500090988,00010
5000001694,2024,0001,101,SPARE-5002,162.96,EA,2010,100041,4500090330,00020
5000001694,2024,0002,102,SPARE-5002,199.9,EA,1010,100041,4500090330,00020
5000001694,2024,0003,261,SPARE-5002,59.18,EA,1010,100041,4500090330,00020
5000001695,2025,0001,102,IT-3001,53.21,EA,1020,100012,4500090978,00010
5000001696,2025,0001,101,IT-3002,123.61,EA,1010,100049,4500091243,00040
5000001696,2025,0002,261,IT-3002,36.11,EA,1020,100049,4500091243,00040
5000001696,2025,0003,101,IT-3002,87.25,EA,1020,100049,4500091243,00040
5000001697,2025,0001,102,IT-3002,27.03,EA,2010,100025,4500090468,00040
5000001697,2025,0002,261,IT-3002,140.89,EA,1010,100025,4500090468,00040
5000001697,2025,0003,261,IT-3002,199.75,EA,1020,100025,4500090468,00040
5000001698,2024,0001,261,IT-3001,19.82,EA,1020,100030,4500091238,00010
5000001698,2024,0002,102,IT-3001,189.28,EA,1010,100030,4500091238,00010
5000001698,2024,0003,101,IT-3001,93.32,EA,2010,100030,4500091238,00010
5000001699,2025,0001,101,IT-3002,5.33,EA,2010,100003,4500091009,00010
5000001700,2024,0001,261,MRO-1001,33.85,EA,2010,100024,4500091473,00010
5000001700,2024,0002,261,MRO-1001,91.47,EA,1010,100024,4500091473,00010
5000001700,2024,0003,102,MRO-1001,133.86,EA,1010,100024,4500091473,00010
5000001701,2025,0001,102,MRO-1002,165.66,EA,2010,100037,4500091291,00030
5000001701,2025,0002,101,MRO-1002,188.44,EA,1010,100037,4500091291,00030
5000001701,2025,0003,261,MRO-1002,134.77,EA,1010,100037,4500091291,00030
5000001702,2025,0001,102,IT-3002,3.78,EA,1020,100051,4500090457,00010
5000001703,2024,0001,261,SPARE-5002,13.09,EA,1020,100040,4500090298,00030
5000001703,2024,0002,102,SPARE-5002,149.95,EA,1010,100040,4500090298,00030
5000001704,2024,0001,101,MRO-1002,124.96,EA,1010,100058,4500090533,00020
5000001704,2024,0002,102,MRO-1002,3.62,EA,1020,100058,4500090533,00020
5000001704,2024,0003,261,MRO-1002,149.94,EA,2010,100058,4500090533,00020
5000001705,2025,0001,102,SPARE-5002,195.22,EA,1020,100009,4500090601,00010
5000001705,2025,0002,261,SPARE-5002,148.73,EA,1020,100009,4500090601,00010
5000001706,2025,0001,101,OFFC-4001,34.88,EA,2010,100011,4500091506,00030
5000001706,2025,0002,261,OFFC-4001,19.95,EA,1010,100011,4500091506,00030
5000001706,2025,0003,101,OFFC-4001,54.85,EA,1020,100011,4500091506,00030
5000001707,2024,0001,261,SERV-6002,127.73,EA,1020,100014,4500090723,00020
5000001708,2024,0001,101,SPARE-5002,11.03,EA,2010,100047,4500091964,00030
5000001709,2025,0001,101,FUEL-2001,9.61,L,1020,100022,4500090571,00020
5000001709,2025,0002,102,FUEL-2001,52.5,L,2010,100022,4500090571,00020
5000001709,2025,0003,261,FUEL-2001,2.94,L,1010,100022,4500090571,00020
5000001710,2024,0001,102,MRO-1002,147.11,EA,1020,100035,4500090834,00010
5000001710,2024,0002,101,MRO-1002,117.2,EA,1020,100035,4500090834,00010
5000001711,2025,0001,102,IT-3001,197.7,EA,1020,100034,4500090829,00010
5000001712,2025,0001,101,SERV-6001,119.0,HR,1020,100013,4500090975,00010
5000001712,2025,0002,102,SERV-6001,73.69,HR,2010,100013,4500090975,00010
5000001712,2025,0003,101,SERV-6001,37.33,HR,2010,100013,4500090975,00010
5000001713,2024,0001,261,SPARE-5001,170.83,EA,2010,100027,4500090676,00020
5000001713,2024,0002,102,SPARE-5001,180.83,EA,1010,100027,4500090676,00020
5000001713,2024,0003,101,SPARE-5001,168.09,EA,1010,100027,4500090676,00020
5000001714,2025,0001,261,SERV-6002,178.14,EA,1020,100016,4500090456,00010
5000001714,2025,0002,101,SERV-6002,88.22,EA,2010,100016,4500090456,00010
5000001714,2025,0003,102,SERV-6002,148.54,EA,1010,100016,4500090456,00010
5000001715,2025,0001,261,MRO-1001,193.17,EA,1020,100027,4500090900,00010
5000001716,2025,0001,102,SERV-6001,14.36,HR,1020,100009,4500091445,00040
5000001716,2025,0002,101,SERV-6001,109.72,HR,1010,100009,4500091445,00040
5000001716,2025,0003,261,SERV-6001,134.39,HR,1010,100009,4500091445,00040
5000001717,2025,0001,101,FUEL-2001,33.67,L,1010,100049,4500090041,00020
5000001717,2025,0002,261,FUEL-2001,118.62,L,1020,100049,4500090041,00020
5000001718,2024,0001,102,FUEL-2001,74.47,L,1020,100025,4500091246,00020
5000001718,2024,0002,102,FUEL-2001,45.33,L,2010,100025,4500091246,00020
5000001719,2025,0001,102,SERV-6002,164.27,EA,1010,100011,4500091393,00010
5000001719,2025,0002,101,SERV-6002,64.63,EA,1010,100011,4500091393,00010
5000001719,2025,0003,101,SERV-6002,70.33,EA,1020,100011,4500091393,00010
5000001720,2024,0001,261,IT-3002,81.26,EA,1020,100004,4500090040,00010
5000001720,2024,0002,101,IT-3002,53.66,EA,1020,100004,4500090040,00010
5000001721,2025,0001,261,SPARE-5002,39.84,EA,2010,100055,4500091451,00010
5000001721,2025,0002,261,SPARE-5002,77.24,EA,1010,100055,4500091451,00010
5000001721,2025,0003,102,SPARE-5002,151.17,EA,1020,100055,4500091451,00010
5000001722,2025,0001,102,SPARE-5002,184.15,EA,1020,100038,4500090844,00030
5000001723,2025,0001,102,SERV-6001,3.71,HR,1010,100044,4500091357,00020
5000001723,2025,0002,101,SERV-6001,77.19,HR,1020,100044,4500091357,00020
5000001724,2024,0001,101,IT-3001,85.06,EA,1020,100050,4500091663,00020
5000001725,2025,0001,101,IT-3001,56.86,EA,2010,100050,4500091503,00020
5000001725,2025,0002,261,IT-3001,81.93,EA,1010,100050,4500091503,00020
5000001725,2025,0003,101,IT-3001,62.93,EA,1010,100050,4500091503,00020
5000001726,2025,0001,102,SERV-6002,83.7,EA,2010,100027,4500091383,00020
5000001727,2024,0001,102,MRO-1001,126.54,EA,1010,100017,4500091726,00030
5000001727,2024,0002,102,MRO-1001,147.64,EA,1010,100017,4500091726,00030
5000001728,2024,0001,102,SPARE-5002,189.8,EA,1020,100028,4500090792,00010
5000001729,2024,0001,101,SPARE-5002,57.27,EA,1020,100005,4500091564,00020
5000001729,2024,0002,101,SPARE-5002,41.78,EA,2010,100005,4500091564,00020
5000001730,2024,0001,261,SPARE-5002,144.48,EA,2010,100013,4500090321,00010
5000001730,2024,0002,261,SPARE-5002,182.24,EA,1010,100013,4500090321,00010
5000001731,2024,0001,261,FUEL-2001,157.9,L,1020,100032,4500091283,00020
5000001731,2024,0002,102,FUEL-2001,2.24,L,2010,100032,4500091283,00020
5000001732,2025,0001,101,FUEL-2001,41.54,L,1020,100015,4500091213,00010
5000001732,2025,0002,101,FUEL-2001,132.58,L,1020,100015,4500091213,00010
5000001733,2025,0001,101,IT-3002,100.37,EA,2010,100053,4500090422,00040
5000001734,2024,0001,261,IT-3001,189.62,EA,1020,100054,4500090459,00040
5000001734,2024,0002,102,IT-3001,91.95,EA,2010,100054,4500090459,00040
5000001735,2024,0001,101,OFFC-4001,100.07,EA,1020,100019,4500090182,00010
5000001735,2024,0002,101,OFFC-4001,185.49,EA,2010,100019,4500090182,00010
5000001736,2024,0001,101,SPARE-5001,188.57,EA,1020,100038,4500090633,00010
5000001736,2024,0002,261,SPARE-5001,87.06,EA,1020,100038,4500090633,00010
5000001737,2025,0001,101,SPARE-5002,32.4,EA,1010,100044,4500091536,00030
5000001738,2025,0001,261,SPARE-5002,90.27,EA,1020,100041,4500090411,00010
5000001738,2025,0002,261,SPARE-5002,53.25,EA,1010,100041,4500090411,00010
5000001739,2024,0001,101,MRO-1002,60.95,EA,2010,100025,4500091488,00030
5000001739,2024,0002,261,MRO-1002,15.55,EA,2010,100025,4500091488,00030
5000001740,2025,0001,101,IT-3001,192.79,EA,1010,100006,4500091946,00010
5000001740,2025,0002,101,IT-3001,104.36,EA,1010,100006,4500091946,00010
5000001740,2025,0003,102,IT-3001,198.98,EA,1010,100006,4500091946,00010
5000001741,2025,0001,102,SERV-6001,2.88,HR,1010,100048,4500090762,00040
5000001741,2025,0002,101,SERV-6001,129.83,HR,2010,100048,4500090762,00040
5000001742,2025,0001,261,SPARE-5002,40.65,EA,2010,100035,4500090132,00020
5000001742,2025,0002,102,SPARE-5002,12.44,EA,2010,100035,4500090132,00020
5000001742,2025,0003,102,SPARE-5002,138.25,EA,1020,100035,4500090132,00020
5000001743,2025,0001,261,OFFC-4001,18.21,EA,1010,100057,4500091795,00010
5000001743,2025,0002,101,OFFC-4001,3.68,EA,2010,100057,4500091795,00010
5000001743,2025,0003,261,OFFC-4001,88.74,EA,1020,100057,4500091795,00010
5000001744,2024,0001,101,FUEL-2001,161.57,L,1020,100005,4500091730,00020
5000001744,2024,0002,101,FUEL-2001,186.42,L,1010,100005,4500091730,00020
5000001745,2024,0001,101,MRO-1002,80.08,EA,1020,100037,4500091291,00030
