EBELN,EBELP,MATNR,TXZ01,WERKS,MATKL,MENGE,MEINS,NETPR,PEINH,NETWR
4500091441,00030,SPARE-5002,Brake Disc Assembly,2010,SPARE,7.41,EA,5925.92,1,43911.07
4500091441,00040,IT-3002,Network Switch 24-port,2010,IT,472.55,EA,2834.9,1,1339632.0
4500091442,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,30.15,EA,1430.83,1,43139.52
4500091442,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,34.38,EA,231.49,1,7958.63
4500091442,00030,FUEL-2001,Jet A-1 Fuel,2010,FUEL,277.33,L,6574.51,1,1823308.86
4500091442,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,238.92,EA,458.45,1,109532.87
4500091443,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,313.41,EA,5444.43,1,1706338.81
4500091443,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,193.8,EA,6610.73,1,1281159.47
4500091443,00030,SPARE-5001,Turbine Blade Set,1010,SPARE,103.04,EA,1983.67,1,204397.36
4500091443,00040,IT-3001,Ruggedized Laptop,1020,IT,342.29,EA,1002.37,1,343101.23
4500091444,00010,IT-3001,Ruggedized Laptop,1020,IT,455.9,EA,688.63,1,313946.42
4500091444,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,303.53,L,1556.67,1,472496.05
4500091444,00030,MRO-1001,Hydraulic Pump Assembly,1020,MRO,469.54,EA,1973.83,1,926792.14
4500091444,00040,IT-3001,Ruggedized Laptop,2010,IT,285.33,EA,4312.23,1,1230408.59
4500091445,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,300.12,EA,5018.43,1,1506131.21
4500091445,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,306.69,EA,1031.94,1,316485.68
4500091445,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,357.09,HR,844.19,1,301451.81
4500091445,00040,SERV-6001,Ground Handling Labor Hr,1020,SERV,101.65,HR,5470.43,1,556069.21
4500091446,00010,IT-3002,Network Switch 24-port,1020,IT,333.98,EA,262.06,1,87522.8
4500091447,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,433.03,EA,7017.06,1,3038597.49
4500091447,00020,MRO-1002,Landing Gear Bushing,1020,MRO,402.94,EA,3913.06,1,1576728.4
4500091447,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,471.59,EA,1780.45,1,839642.42
4500091447,00040,SPARE-5002,Brake Disc Assembly,1020,SPARE,475.14,EA,2936.14,1,1395077.56
4500091448,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,213.5,EA,1334.2,1,284851.7
4500091448,00020,IT-3002,Network Switch 24-port,1010,IT,354.37,EA,6647.08,1,2355525.74
4500091448,00030,IT-3002,Network Switch 24-port,1010,IT,203.99,EA,1121.96,1,228868.62
4500091449,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,409.39,L,452.81,1,185375.89
4500091450,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,307.33,EA,4682.77,1,1439155.7
4500091450,00020,IT-3002,Network Switch 24-port,1010,IT,342.72,EA,2168.94,1,743339.12
4500091450,00030,MRO-1002,Landing Gear Bushing,1020,MRO,66.36,EA,899.77,1,59708.74
4500091451,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,275.5,EA,6859.11,1,1889684.8
4500091451,00020,MRO-1001,Hydraulic Pump Assembly,1020,MRO,144.15,EA,2772.21,1,399614.07
4500091451,00030,SERV-6002,Cleaning Service Cycle,1020,SERV,232.36,EA,7020.22,1,1631218.32
4500091451,00040,MRO-1002,Landing Gear Bushing,2010,MRO,432.15,EA,2344.63,1,1013231.85
4500091452,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,340.64,HR,7575.74,1,2580600.07
4500091452,00020,IT-3001,Ruggedized Laptop,1010,IT,97.34,EA,5167.96,1,503049.23
4500091452,00030,MRO-1001,Hydraulic Pump Assembly,1020,MRO,463.31,EA,5595.76,1,2592571.57
4500091452,00040,OFFC-4001,Printer Toner Cartridge,1020,OFFC,32.95,EA,7381.78,1,243229.65
4500091453,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,213.74,HR,54.67,1,11685.17
4500091453,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,441.76,L,6607.02,1,2918717.16
4500091454,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,102.57,HR,7942.95,1,814708.38
4500091454,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,424.71,EA,5412.05,1,2298551.76
4500091454,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,473.55,EA,4085.88,1,1934868.47
4500091455,00010,IT-3002,Network Switch 24-port,1020,IT,303.69,EA,2302.6,1,699276.59
4500091455,00020,SERV-6002,Cleaning Service Cycle,1020,SERV,67.41,EA,4507.08,1,303822.26
4500091455,00030,SPARE-5001,Turbine Blade Set,1010,SPARE,140.69,EA,5727.23,1,805763.99
4500091456,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,412.61,EA,7753.6,1,3199212.9
4500091456,00020,MRO-1002,Landing Gear Bushing,1020,MRO,55.03,EA,2667.78,1,146807.93
4500091456,00030,MRO-1002,Landing Gear Bushing,2010,MRO,238.12,EA,6300.92,1,1500375.07
4500091457,00010,IT-3002,Network Switch 24-port,1010,IT,319.39,EA,508.78,1,162499.24
4500091457,00020,IT-3002,Network Switch 24-port,1020,IT,121.75,EA,2801.6,1,341094.8
4500091457,00030,SERV-6001,Ground Handling Labor Hr,1020,SERV,170.63,HR,5503.09,1,938992.25
4500091458,00010,IT-3002,Network Switch 24-port,1010,IT,229.58,EA,2831.06,1,649954.75
4500091458,00020,IT-3001,Ruggedized Laptop,1010,IT,21.99,EA,5120.51,1,112600.01
4500091458,00030,SPARE-5001,Turbine Blade Set,1020,SPARE,258.64,EA,2555.73,1,661014.01
4500091458,00040,SPARE-5002,Brake Disc Assembly,1020,SPARE,55.88,EA,6729.54,1,376046.7
4500091459,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,264.03,EA,4478.86,1,1182553.41
4500091459,00020,IT-3001,Ruggedized Laptop,1010,IT,242.38,EA,840.59,1,203742.2
4500091459,00030,MRO-1002,Landing Gear Bushing,1020,MRO,183.54,EA,7424.19,1,1362635.83
4500091459,00040,SERV-6001,Ground Handling Labor Hr,2010,SERV,488.91,HR,920.33,1,449958.54
4500091460,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,33.77,EA,6960.89,1,235069.26
4500091460,00020,OFFC-4001,Printer Toner Cartridge,2010,OFFC,432.55,EA,2676.06,1,1157529.75
4500091461,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,220.43,EA,1216.61,1,268177.34
4500091461,00020,IT-3001,Ruggedized Laptop,1010,IT,183.01,EA,1930.54,1,353308.13
4500091461,00030,SERV-6002,Cleaning Service Cycle,2010,SERV,328.41,EA,6168.3,1,2025731.4
4500091461,00040,FUEL-2001,Jet A-1 Fuel,2010,FUEL,141.86,L,3115.41,1,441952.06
4500091462,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,270.17,EA,2156.12,1,582518.94
4500091463,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,171.15,HR,1277.57,1,218656.11
4500091463,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,240.02,L,3086.3,1,740773.73
4500091464,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,160.65,L,7000.81,1,1124680.13
4500091465,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,443.11,L,6742.11,1,2987496.36
4500091465,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,383.0,EA,1805.61,1,691548.63
4500091465,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,475.12,L,6351.0,1,3017487.12
4500091465,00040,SPARE-5002,Brake Disc Assembly,1010,SPARE,460.01,EA,7602.01,1,3497000.62
4500091466,00010,IT-3001,Ruggedized Laptop,1010,IT,1.55,EA,4828.26,1,7483.8
4500091466,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,453.79,EA,1188.49,1,539324.88
4500091466,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,358.45,L,2243.69,1,804250.68
4500091466,00040,IT-3002,Network Switch 24-port,2010,IT,337.89,EA,3921.1,1,1324900.48
4500091467,00010,MRO-1002,Landing Gear Bushing,1020,MRO,339.25,EA,4668.86,1,1583910.75
4500091467,00020,MRO-1002,Landing Gear Bushing,1020,MRO,188.72,EA,5684.02,1,1072688.25
4500091467,00030,OFFC-4001,Printer Toner Cartridge,1020,OFFC,386.17,EA,3233.03,1,1248499.2
4500091467,00040,SPARE-5001,Turbine Blade Set,2010,SPARE,148.7,EA,4865.9,1,723559.33
4500091468,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,356.99,EA,1235.67,1,441121.83
4500091469,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,419.06,L,4644.05,1,1946135.59
4500091469,00020,IT-3001,Ruggedized Laptop,1020,IT,492.05,EA,5633.29,1,2771860.34
4500091470,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,246.93,EA,5131.51,1,1267123.76
4500091471,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,5.45,EA,4041.28,1,22024.98
4500091471,00020,SPARE-5001,Turbine Blade Set,1010,SPARE,174.98,EA,4583.13,1,801956.09
4500091472,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,250.7,HR,1671.99,1,419167.89
4500091472,00020,MRO-1002,Landing Gear Bushing,2010,MRO,300.46,EA,880.22,1,264470.9
4500091472,00030,SPARE-5001,Turbine Blade Set,1020,SPARE,236.52,EA,748.49,1,177032.85
4500091473,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,438.42,EA,751.12,1,329306.03
4500091473,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,408.83,L,3273.19,1,1338178.27
4500091474,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,145.76,L,334.39,1,48740.69
4500091474,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,11.37,L,3141.16,1,35714.99
4500091474,00030,MRO-1002,Landing Gear Bushing,1010,MRO,152.79,EA,5975.34,1,912972.2
4500091474,00040,OFFC-4001,Printer Toner Cartridge,1020,OFFC,43.92,EA,212.22,1,9320.7
4500091475,00010,IT-3001,Ruggedized Laptop,1020,IT,494.19,EA,2575.74,1,1272904.95
4500091476,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,295.08,EA,4220.06,1,1245255.3
4500091477,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,483.62,HR,1404.45,1,679220.11
4500091477,00020,IT-3001,Ruggedized Laptop,1010,IT,168.63,EA,7615.68,1,1284232.12
4500091477,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,272.33,EA,7547.73,1,2055473.31
4500091478,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,212.92,EA,1954.68,1,416190.47
4500091478,00020,SPARE-5001,Turbine Blade Set,1010,SPARE,86.03,EA,7331.2,1,630703.14
4500091478,00030,SERV-6001,Ground Handling Labor Hr,1010,SERV,394.65,HR,677.13,1,267229.35
4500091478,00040,SPARE-5001,Turbine Blade Set,2010,SPARE,260.44,EA,2803.35,1,730104.47
4500091479,00010,MRO-1002,Landing Gear Bushing,2010,MRO,19.13,EA,2803.84,1,53637.46
4500091480,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,252.42,EA,7830.28,1,1976519.28
4500091480,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,292.68,HR,1015.84,1,297316.05
4500091480,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,333.97,L,4859.1,1,1622793.63
4500091480,00040,SPARE-5001,Turbine Blade Set,1010,SPARE,366.99,EA,2860.71,1,1049851.96
4500091481,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,199.67,EA,7185.58,1,1434744.76
4500091481,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,271.8,HR,7666.36,1,2083716.65
4500091481,00030,IT-3001,Ruggedized Laptop,2010,IT,216.79,EA,4217.2,1,914246.79
4500091481,00040,OFFC-4001,Printer Toner Cartridge,1020,OFFC,13.26,EA,5835.1,1,77373.43
4500091482,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,216.7,EA,3561.95,1,771874.56
4500091482,00020,SERV-6001,Ground Handling Labor Hr,1010,SERV,6.59,HR,5599.91,1,36903.41
4500091483,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,146.43,EA,4678.18,1,685025.9
4500091484,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,76.99,EA,2595.27,1,199809.84
4500091484,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,190.71,EA,219.0,1,41765.49
4500091484,00030,SERV-6001,Ground Handling Labor Hr,1010,SERV,185.31,HR,5941.58,1,1101034.19
4500091484,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,15.63,EA,598.07,1,9347.83
4500091485,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,35.92,EA,6587.26,1,236614.38
4500091485,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,433.83,EA,2820.33,1,1223543.76
4500091486,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,436.65,EA,2901.27,1,1266839.55
4500091487,00010,OFFC-4001,Printer Toner Cartridge,2010,OFFC,320.09,EA,7939.5,1,2541354.55
4500091487,00020,IT-3001,Ruggedized Laptop,2010,IT,321.64,EA,6196.05,1,1992897.52
4500091487,00030,IT-3001,Ruggedized Laptop,1010,IT,9.99,EA,831.37,1,8305.39
4500091487,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,317.18,EA,529.19,1,167848.48
4500091488,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,172.97,EA,7963.8,1,1377498.49
4500091488,00020,IT-3001,Ruggedized Laptop,1010,IT,425.64,EA,3276.43,1,1394579.67
4500091488,00030,MRO-1002,Landing Gear Bushing,1010,MRO,317.36,EA,145.1,1,46048.94
4500091488,00040,MRO-1001,Hydraulic Pump Assembly,2010,MRO,7.81,EA,7618.76,1,59502.52
4500091489,00010,IT-3002,Network Switch 24-port,1020,IT,351.17,EA,4602.26,1,1616175.64
4500091489,00020,IT-3001,Ruggedized Laptop,2010,IT,235.32,EA,6344.99,1,1493103.05
4500091490,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,473.07,EA,7689.03,1,3637449.42
4500091490,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,339.47,EA,7268.37,1,2467393.56
4500091490,00030,MRO-1001,Hydraulic Pump Assembly,1020,MRO,360.46,EA,4351.15,1,1568415.53
4500091491,00010,OFFC-4001,Printer Toner Cartridge,2010,OFFC,362.55,EA,2259.89,1,819323.12
4500091491,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,448.27,EA,7801.96,1,3497384.61
4500091491,00030,SPARE-5001,Turbine Blade Set,1010,SPARE,177.61,EA,6994.51,1,1242294.92
4500091492,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,427.48,L,6660.36,1,2847170.69
4500091492,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,489.34,EA,6642.37,1,3250377.34
4500091492,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,120.93,EA,253.8,1,30692.03
4500091492,00040,SPARE-5002,Brake Disc Assembly,1010,SPARE,236.91,EA,4205.71,1,996374.76
4500091493,00010,IT-3002,Network Switch 24-port,2010,IT,151.08,EA,6972.71,1,1053437.03
4500091493,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,498.41,EA,5530.26,1,2756336.89
4500091494,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,88.26,EA,2167.74,1,191324.73
4500091495,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,223.97,EA,7319.13,1,1639265.55
4500091496,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,462.76,HR,526.22,1,243513.57
4500091496,00020,OFFC-4001,Printer Toner Cartridge,1020,OFFC,279.99,EA,2822.29,1,790212.98
4500091497,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,48.01,HR,1693.55,1,81307.34
4500091497,00020,MRO-1002,Landing Gear Bushing,1020,MRO,70.5,EA,3722.68,1,262448.94
4500091498,00010,MRO-1002,Landing Gear Bushing,1010,MRO,398.95,EA,5804.57,1,2315733.2
4500091498,00020,MRO-1002,Landing Gear Bushing,2010,MRO,71.98,EA,5261.43,1,378717.73
4500091499,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,217.63,HR,5411.64,1,1177735.21
4500091499,00020,OFFC-4001,Printer Toner Cartridge,1020,OFFC,56.39,EA,427.88,1,24128.15
4500091500,00010,IT-3002,Network Switch 24-port,1010,IT,316.33,EA,3462.48,1,1095286.3
4500091501,00010,IT-3002,Network Switch 24-port,2010,IT,172.67,EA,2872.68,1,496025.66
4500091501,00020,IT-3001,Ruggedized Laptop,1020,IT,344.63,EA,5594.33,1,1927973.95
4500091501,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,237.48,L,4359.65,1,1035329.68
4500091501,00040,SPARE-5001,Turbine Blade Set,1020,SPARE,228.36,EA,1994.66,1,455500.56
4500091502,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,129.41,EA,830.0,1,107410.3
4500091502,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,257.33,EA,4215.24,1,1084707.71
4500091503,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,117.79,EA,4835.99,1,569631.26
4500091503,00020,IT-3001,Ruggedized Laptop,2010,IT,11.07,EA,6755.78,1,74786.48
4500091503,00030,SERV-6002,Cleaning Service Cycle,2010,SERV,168.68,EA,608.55,1,102650.21
4500091503,00040,SPARE-5002,Brake Disc Assembly,1010,SPARE,470.57,EA,2499.9,1,1176377.94
4500091504,00010,IT-3001,Ruggedized Laptop,1010,IT,338.67,EA,817.67,1,276920.3
4500091504,00020,IT-3001,Ruggedized Laptop,2010,IT,140.92,EA,1848.63,1,260508.94
4500091504,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,265.77,HR,327.06,1,86922.74
4500091504,00040,OFFC-4001,Printer Toner Cartridge,1020,OFFC,425.25,EA,741.8,1,315450.45
4500091505,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,429.65,EA,1175.13,1,504894.6
4500091505,00020,IT-3001,Ruggedized Laptop,1020,IT,54.43,EA,2057.71,1,112001.16
4500091505,00030,OFFC-4001,Printer Toner Cartridge,1020,OFFC,383.79,EA,3543.68,1,1360028.95
4500091506,00010,IT-3002,Network Switch 24-port,2010,IT,97.85,EA,698.95,1,68392.26
4500091506,00020,IT-3001,Ruggedized Laptop,2010,IT,323.8,EA,2004.88,1,649180.14
4500091506,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,113.29,EA,6368.45,1,721481.7
4500091507,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,204.59,EA,5472.89,1,1119698.57
4500091507,00020,SPARE-5002,Brake Disc Assembly,1020,SPARE,302.87,EA,3130.82,1,948231.45
4500091507,00030,MRO-1002,Landing Gear Bushing,1010,MRO,454.94,EA,1724.76,1,784662.31
4500091508,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,78.65,EA,801.64,1,63048.99
4500091508,00020,IT-3001,Ruggedized Laptop,1020,IT,199.14,EA,7201.14,1,1434035.02
4500091509,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,282.88,L,5465.91,1,1546196.62
4500091509,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,221.59,EA,2350.3,1,520802.98
4500091509,00030,SERV-6002,Cleaning Service Cycle,1010,SERV,420.4,EA,666.18,1,280062.07
4500091510,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,371.46,EA,4175.53,1,1551042.37
4500091510,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,277.92,EA,293.04,1,81441.68
4500091511,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,380.85,EA,396.9,1,151159.36
4500091511,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,136.83,EA,4844.6,1,662886.62
4500091511,00030,IT-3001,Ruggedized Laptop,1020,IT,137.3,EA,5485.06,1,753098.74
4500091511,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,149.5,EA,569.08,1,85077.46
4500091512,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,87.09,EA,406.78,1,35426.47
4500091512,00020,MRO-1002,Landing Gear Bushing,1010,MRO,122.6,EA,2260.92,1,277188.79
4500091513,00010,OFFC-4001,Printer Toner Cartridge,2010,OFFC,398.25,EA,1407.02,1,560345.71
4500091513,00020,IT-3001,Ruggedized Laptop,2010,IT,342.89,EA,632.84,1,216994.51
4500091514,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,283.1,HR,5347.16,1,1513781.0
4500091514,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,495.19,EA,5911.47,1,2927300.83
4500091515,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,22.33,EA,2841.63,1,63453.6
4500091515,00020,IT-3002,Network Switch 24-port,1010,IT,349.68,EA,815.79,1,285265.45
4500091516,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,419.14,HR,2578.72,1,1080844.7
4500091517,00010,IT-3002,Network Switch 24-port,1020,IT,181.54,EA,7479.23,1,1357779.41
4500091517,00020,SERV-6002,Cleaning Service Cycle,1020,SERV,236.83,EA,4942.35,1,1170496.75
4500091517,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,195.35,EA,936.77,1,182998.02
4500091518,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,423.38,L,1939.33,1,821073.54
4500091518,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,54.17,EA,5942.64,1,321912.81
4500091518,00030,SPARE-5002,Brake Disc Assembly,1020,SPARE,272.41,EA,7520.85,1,2048754.75
4500091518,00040,OFFC-4001,Printer Toner Cartridge,1010,OFFC,247.72,EA,3680.96,1,911847.41
4500091519,00010,IT-3002,Network Switch 24-port,1020,IT,333.94,EA,7692.09,1,2568696.53
4500091519,00020,IT-3002,Network Switch 24-port,1010,IT,393.94,EA,7088.26,1,2792349.14
4500091520,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,208.63,EA,792.16,1,165268.34
4500091521,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,198.99,EA,4264.28,1,848549.08
4500091522,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,488.5,HR,3112.24,1,1520329.24
4500091522,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,463.56,EA,1747.28,1,809969.12
4500091522,00030,SERV-6001,Ground Handling Labor Hr,1010,SERV,389.93,HR,1865.99,1,727605.48
4500091522,00040,IT-3002,Network Switch 24-port,2010,IT,271.1,EA,3901.64,1,1057734.6
4500091523,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,57.69,EA,5157.92,1,297560.4
4500091523,00020,MRO-1001,Hydraulic Pump Assembly,1020,MRO,192.27,EA,4794.51,1,921840.44
4500091524,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,226.38,HR,1043.69,1,236270.54
4500091525,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,386.57,EA,7569.08,1,2925979.26
4500091525,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,424.14,EA,3854.06,1,1634661.01
4500091525,00030,SPARE-5002,Brake Disc Assembly,2010,SPARE,263.38,EA,5838.2,1,1537665.12
4500091525,00040,SERV-6001,Ground Handling Labor Hr,1020,SERV,328.43,HR,6664.39,1,2188785.61
4500091526,00010,MRO-1002,Landing Gear Bushing,2010,MRO,245.68,EA,900.82,1,221313.46
4500091526,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,395.47,EA,7903.0,1,3125399.41
4500091527,00010,IT-3001,Ruggedized Laptop,2010,IT,316.29,EA,5484.0,1,1734534.36
4500091527,00020,OFFC-4001,Printer Toner Cartridge,1020,OFFC,203.78,EA,1961.17,1,399647.22
4500091527,00030,IT-3001,Ruggedized Laptop,1020,IT,414.72,EA,1361.94,1,564823.76
4500091527,00040,OFFC-4001,Printer Toner Cartridge,1010,OFFC,416.57,EA,3600.08,1,1499685.33
4500091528,00010,MRO-1002,Landing Gear Bushing,2010,MRO,287.41,EA,7135.26,1,2050745.08
4500091529,00010,MRO-1002,Landing Gear Bushing,1010,MRO,382.04,EA,5151.16,1,1967949.17
4500091530,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,111.68,EA,7869.68,1,878885.86
4500091531,00010,IT-3002,Network Switch 24-port,1010,IT,344.93,EA,6681.65,1,2304701.53
4500091532,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,347.73,EA,7232.37,1,2514912.02
4500091532,00020,SERV-6002,Cleaning Service Cycle,1010,SERV,458.62,EA,4394.31,1,2015318.45
4500091533,00010,MRO-1002,Landing Gear Bushing,2010,MRO,219.53,EA,2193.19,1,481471.0
4500091533,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,162.01,L,7047.07,1,1141695.81
4500091533,00030,IT-3002,Network Switch 24-port,1010,IT,416.2,EA,6943.82,1,2890017.88
4500091534,00010,IT-3001,Ruggedized Laptop,1020,IT,286.15,EA,2103.74,1,601985.2
4500091534,00020,MRO-1002,Landing Gear Bushing,2010,MRO,412.58,EA,5792.16,1,2389729.37
4500091534,00030,IT-3002,Network Switch 24-port,1020,IT,159.85,EA,768.65,1,122868.7
4500091534,00040,IT-3001,Ruggedized Laptop,1010,IT,388.21,EA,4832.8,1,1876141.29
4500091535,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,441.08,EA,4642.77,1,2047832.99
4500091535,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,315.19,L,7319.04,1,2306888.22
4500091535,00030,SERV-6001,Ground Handling Labor Hr,1010,SERV,492.65,HR,4898.01,1,2413004.63
4500091536,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,254.6,EA,551.01,1,140287.15
4500091536,00020,IT-3001,Ruggedized Laptop,1020,IT,481.53,EA,3774.34,1,1817457.94
4500091536,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,15.36,EA,5545.44,1,85177.96
4500091536,00040,SPARE-5002,Brake Disc Assembly,1010,SPARE,328.77,EA,5658.77,1,1860433.81
4500091537,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,263.08,EA,6339.46,1,1667785.14
4500091538,00010,OFFC-4001,Printer Toner Cartridge,2010,OFFC,154.96,EA,135.04,1,20925.8
4500091538,00020,MRO-1002,Landing Gear Bushing,1020,MRO,324.76,EA,2493.83,1,809896.23
4500091538,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,148.97,L,7776.75,1,1158502.45
4500091538,00040,FUEL-2001,Jet A-1 Fuel,1010,FUEL,335.03,L,5351.86,1,1793033.66
4500091539,00010,MRO-1002,Landing Gear Bushing,1020,MRO,59.89,EA,5891.99,1,352871.28
4500091539,00020,MRO-1002,Landing Gear Bushing,1020,MRO,489.96,EA,3343.9,1,1638377.24
4500091539,00030,MRO-1001,Hydraulic Pump Assembly,1010,MRO,306.73,EA,4616.15,1,1415911.69
4500091540,00010,IT-3002,Network Switch 24-port,1020,IT,415.58,EA,1091.2,1,453480.9
4500091540,00020,MRO-1002,Landing Gear Bushing,2010,MRO,342.5,EA,4996.24,1,1711212.2
4500091540,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,193.39,L,627.22,1,121298.08
4500091541,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,297.22,EA,1419.92,1,422028.62
4500091541,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,121.69,L,3070.2,1,373612.64
